MAGs	16S_rRNA	23S_rRNA	5S_rRNA	CDSs	coding density	Count	CRISPR arrays	GC	hypotheticals	Length	N ratio	N50	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	signal peptides	sORFs	tmRNAs	tRNAs
GL47_Up_concoct_181_sub	0	0	0	5142	78.2	1481	0	58.1	3581	5342964	0	4082	3	2	0	0	0	0	0	0	0	1	21
GL47_Up_concoct_238_sub	0	0	1	2362	75.3	716	0	39.9	1410	2514721	0	3919	3	3	0	0	0	0	1	0	0	2	18
GL47_Up_metabat_157	1	0	0	2373	59.4	43	0	40.4	2212	1204483	0	45022	0	2	0	0	0	28	1	0	0	0	31
GL47_Up_metabat_177	0	0	0	3237	81.9	398	0	47.4	1154	3263217	0	11105	6	4	0	0	0	27	0	0	2	1	29
GL47_Up_metabat_76	1	1	0	703	88.2	46	0	34.2	365	658357	0	21088	2	1	0	0	0	1	2	0	0	1	34
GL47_Up_metabat_78_sub	0	0	0	2551	86.3	394	0	62.8	742	2576937	0	8313	5	3	0	0	0	7	0	0	0	0	35
GL47_Up_metabinner_11	5	6	2	3356	78.4	638	1	51.7	2437	3660771	0	6909	2	2	0	0	0	0	13	0	0	1	62
GL47_Up_metabinner_3	1	1	1	1421	90.3	22	0	46.5	1324	1328143	0	90471	0	3	0	0	0	0	3	0	0	0	42
GL47_Up_metabinner_8	0	0	3	2900	89.4	117	0	33.7	928	3207010	0	57082	9	149	0	0	0	7	3	0	0	0	39
GL48_Down_concoct_139	0	0	0	4056	75	1038	1	53.1	2472	4876843	0	5433	4	5	0	0	0	1	0	0	0	0	23
GL48_Down_metabinner_4	0	0	0	2243	59.3	158	0	42.2	2079	1203424	0	9268	0	1	0	0	0	24	0	0	0	0	31
GL48_Down_metabinner_7	0	0	0	2992	85.2	336	0	40	1879	3129838	0	12826	2	3	0	0	0	1	0	0	0	1	28
GL48_UP_concoct_98	0	0	0	2902	68.6	1136	0	41.4	1367	3262888	0	3019	1	1	0	0	0	4	0	0	0	1	10
GL49_Down_concoct_122	0	0	0	3022	79.8	661	0	48.2	1988	3044272	0	5631	3	3	0	0	0	2	0	0	0	1	36
GL49_Down_concoct_151_sub	0	0	0	1187	77.8	205	0	37.5	1015	1033305	0	6903	0	0	0	0	0	0	0	0	0	1	30
GL49_Down_concoct_154	0	0	1	3469	83.8	415	3	32.5	1272	4166822	0	13330	4	4	0	0	0	10	1	0	0	0	28
GL49_Down_concoct_216	0	0	0	3087	79.4	524	0	33.5	1892	3598555	0	9402	5	2	0	0	0	0	0	0	0	0	34
GL49_Down_concoct_231_sub	0	0	0	2974	76.7	731	0	40.9	1245	3243234	0	5705	5	5	0	0	0	3	0	0	0	1	26
GL49_Down_metabat_68_sub	0	0	0	735	78.2	124	0	45.9	411	696458	0	6058	0	1	0	0	0	0	0	0	0	0	20
GL49_Down_metabat_72	1	1	0	677	89.6	16	0	33.3	484	650432	0	73179	0	1	0	0	0	0	1	0	0	0	34
GL49_Down_metabat_92	0	0	1	3148	89.9	151	0	44	1708	3217292	0	35642	3	2	0	0	0	1	1	0	0	0	28
GL49_Down_metabinner_19	1	0	0	664	86.4	23	0	35.1	501	670136	0	34935	0	0	0	0	0	0	2	0	0	1	37
GL49_Down_metabinner_20	0	0	0	743	81.8	95	0	38.8	464	719502	0	11261	0	0	0	0	0	0	0	0	0	0	28
GL49_Down_metabinner_27	0	0	0	836	79.7	86	0	43.6	491	828700	0	17357	0	1	0	0	0	0	0	0	0	1	17
GL49_Down_metabinner_6_sub	0	0	0	2692	82.9	556	0	46.4	1683	2635143	0	5667	1	1	0	0	0	0	0	0	0	1	22
GL49_Down_metabinner_8	0	0	0	3311	82.6	383	0	35	1238	3815793	0	15665	3	40	0	0	0	9	0	0	0	0	35
GL49_UP_concoct_67_sub	0	0	0	3818	73	1372	0	58.4	2202	3744578	0	2799	5	3	0	0	0	13	0	0	0	1	37
GL49_UP_concoct_72	0	0	1	2603	75.6	730	0	37.4	1013	3096825	0	4955	3	3	0	0	0	2	1	0	0	1	23
GL49_UP_metabat_90	0	0	0	2423	82.6	472	0	64.1	843	2444421	0	5449	4	2	0	0	0	5	0	0	0	2	40
GL5_Up_concoct_179	0	0	0	3866	84.1	639	0	64.4	1808	4430817	0	8506	3	21	0	0	0	9	0	0	0	1	37
GL5_Up_metabinner_1	0	0	0	3175	81.2	500	0	54.7	971	3336460	0	8451	9	7	0	0	0	8	0	0	0	1	24
GL5_Up_metabinner_11	0	0	0	3376	85.4	427	0	48.7	2164	3462346	0	12907	4	2	0	0	0	0	0	0	0	1	45
GL50_Down_concoct_149	0	0	0	4172	77.7	670	3	46.1	1364	4773260	0	9806	10	4	0	0	0	14	0	0	0	0	51
GL50_Down_concoct_16	0	0	0	1882	73.2	626	0	55.1	825	1828223	0	3114	3	2	0	0	0	1	0	0	0	0	21
GL50_Down_concoct_56_sub	0	0	0	4465	78.9	1294	0	64.7	1983	4273595	0	3579	8	4	0	0	0	13	0	0	1	0	29
GL50_Down_metabinner_33_sub	0	0	0	2212	82.4	368	1	33.1	678	2413762	0	10053	4	108	0	0	0	13	0	0	0	1	26
GL50_Down_metabinner_5	0	0	0	3444	82.9	387	4	32.7	1612	3942866	0	14968	3	18	0	0	0	4	0	0	0	0	25
GL50_UP_concoct_37_sub	0	0	0	4226	86.1	617	0	70.8	1232	4647317	0	8565	7	2	0	0	0	14	0	0	0	0	26
GL51_DN_concoct_123	0	0	3	4481	80.6	1163	0	58.8	2396	4468914	0	4434	8	1	0	0	0	6	3	0	0	1	50
GL51_DN_concoct_202_sub	0	0	0	3224	82.5	573	0	62.6	1299	3569508	0	7280	6	5	0	0	0	9	0	0	0	0	34
GL51_DN_concoct_96	0	0	0	2980	84.6	285	3	60.8	812	3128665	0	14646	9	7	0	0	0	24	0	0	0	0	35
GL51_DN_metabat_136	1	0	0	628	83	83	0	35.1	451	599512	0	8538	0	0	0	0	0	0	1	0	0	0	34
GL51_DN_metabat_148	0	0	0	2661	58.1	72	0	39.1	2472	1366691	0	31793	0	1	0	0	0	39	0	0	0	0	34
GL51_DN_metabinner_15_sub	0	0	1	3325	82.8	329	2	34.2	1073	3759041	0	19674	5	28	0	0	0	14	2	0	0	0	39
GL51_DN_metabinner_26	0	0	1	939	80.3	104	0	44.3	578	925591	0	13511	0	0	0	0	0	0	1	0	0	0	25
GL51_DN_metabinner_28	0	0	0	610	78.8	108	0	47	339	575240	0	6694	0	1	0	0	0	0	0	0	0	0	25
GL51_DN_metabinner_7	0	0	0	2379	87.3	132	0	33.6	649	2707195	0	32556	5	11	0	0	0	6	0	0	0	0	26
GL51_DN_metabinner_8	0	0	0	5400	89.2	453	3	59.9	2457	6063195	0	20360	1	5	0	0	0	14	0	0	0	1	42
GL51_Up_concoct_59_sub	0	0	0	4340	77.2	738	0	34.5	2326	5413450	0	8440	9	0	0	0	0	5	0	0	0	2	52
GL51_Up_metabinner_1	0	0	0	2099	84.9	231	1	32.4	1146	2455567	0	16687	3	66	0	0	0	0	0	0	0	1	29
GL51_Up_metabinner_15_sub	0	0	0	3150	88.5	129	0	39	1523	3417002	0	50995	32	4	0	0	0	1	0	0	0	1	25
GL51_Up_metabinner_16_sub	0	0	0	2968	83	455	0	30.9	1297	3354142	0	10375	6	76	0	0	0	1	0	0	0	1	21
GL51_Up_metabinner_17	0	0	0	2474	77.9	492	0	35.3	1430	3116612	0	8180	0	2	0	0	0	2	0	0	0	0	22
GL51_Up_metabinner_2	0	0	0	4064	85.7	334	1	32.9	1441	4950608	0	23177	5	3	0	0	0	2	0	0	0	0	32
GL51_Up_metabinner_4	0	0	0	4563	84.3	302	4	35.8	1652	5163446	0	26577	5	3	0	0	0	10	0	0	0	0	37
GL51_Up_metabinner_5_sub	0	0	0	2363	87.6	86	1	31.3	676	2591170	0	45711	6	48	0	0	0	15	0	0	0	1	32
GL51_Up_metabinner_6_sub	0	0	0	3250	83.2	381	1	39	1593	3639925	0	14240	2	5	0	0	0	5	0	0	0	1	26
GL52_DN_concoct_128	0	0	1	3072	83.9	474	0	41.7	1656	3192083	0	9384	2	3	0	0	0	2	1	0	0	0	33
GL52_DN_concoct_140	0	0	0	3567	77.3	1111	0	66.7	1521	3486558	0	3358	3	3	0	0	0	10	0	0	0	0	35
GL52_DN_concoct_157	0	0	0	2655	84.3	529	0	62.1	1691	2569741	0	6446	2	3	0	0	0	0	0	0	0	0	36
GL52_DN_concoct_16_sub	0	0	0	1792	77.7	554	0	55	781	1563924	0	3002	3	4	0	0	0	11	0	0	0	0	27
GL52_DN_metabat_56	1	0	0	2101	60.5	56	0	41.2	1885	1202905	0	35886	0	1	0	0	0	22	0	0	0	0	29
GL52_DN_metabinner_5	0	0	0	2440	80.9	408	1	52	951	2516672	0	8003	8	3	0	0	0	2	0	0	0	1	43
GL53_Down_concoct_231	0	0	0	2245	74.1	716	0	56.5	1052	2210102	0	3339	4	4	0	0	0	4	0	0	0	1	24
GL53_Down_concoct_240	0	0	0	4689	78	1161	2	54.7	2958	4951673	0	4847	6	3	0	0	0	1	0	0	0	1	32
GL53_Down_concoct_85_sub	0	0	0	4321	84.5	815	0	63.6	2317	4556545	0	6801	4	3	0	0	0	6	0	0	0	0	26
GL53_Down_concoct_86	0	0	0	3450	78.9	751	0	40.9	1583	3784492	0	6370	3	2	0	0	0	3	0	0	0	1	28
GL53_Down_concoct_97	0	0	0	4474	78.6	1077	1	59.4	3153	4859824	0	5373	4	4	0	0	0	1	0	0	0	1	38
GL53_Down_concoct_99	0	0	0	3410	70.7	1096	0	41.2	1903	3761281	0	3851	6	4	0	0	0	1	0	0	0	0	36
GL53_Down_metabat_107_sub	0	0	0	2702	88.5	351	0	61.6	899	2628207	0	9273	3	4	0	0	0	2	0	0	0	0	39
GL53_Down_metabat_134	0	0	0	2794	87.5	216	0	54.6	708	2846319	0	22131	10	4	0	0	0	4	0	0	1	1	49
GL53_Down_metabat_20	0	0	0	1775	90	108	0	50.7	605	1940783	0	23924	2	3	0	0	0	2	0	0	0	0	24
GL53_Down_metabat_36	0	0	1	3662	80.7	601	4	54.7	1955	4069864	0	8042	3	13	0	0	0	1	1	0	0	1	31
GL53_Down_metabat_69_sub	0	0	0	2894	82.4	391	0	39.7	1186	3370968	0	11173	3	3	0	0	0	5	0	0	0	1	33
GL53_Down_metabat_88_sub	0	0	0	2615	87.7	335	0	52.5	720	2567095	0	9600	8	5	0	0	0	5	0	0	1	0	25
GL53_Down_metabat_90	0	0	1	3277	84.7	508	1	55.3	1085	3168562	0	7677	11	4	0	0	0	4	1	0	0	0	32
GL53_Down_metabinner_1	0	0	0	3764	92.2	156	0	59.3	1593	3919975	0	51638	9	4	0	0	0	3	0	0	0	1	44
GL53_Down_metabinner_10	0	0	1	4389	87.1	700	0	64.9	2343	4649724	0	8097	5	2	0	0	0	3	1	0	0	1	39
GL53_Down_metabinner_16	0	0	0	3347	76.8	668	0	37	1254	4090662	0	7525	5	3	0	0	0	3	0	0	0	0	33
GL53_Down_metabinner_17	0	0	1	3456	84.8	391	0	37.6	1222	4064754	0	13865	5	4	0	0	0	12	1	0	0	0	40
GL53_Down_metabinner_23_sub	0	0	0	3122	85.6	322	0	58.5	953	3221007	0	15299	8	5	0	0	0	3	0	0	0	1	42
GL53_Down_metabinner_26	0	0	0	2444	89.9	207	0	56.1	718	2448364	0	19658	5	2	0	0	0	0	0	0	0	1	29
GL53_Down_metabinner_27_sub	0	0	0	4433	75.1	1073	0	35.9	1944	5248216	0	5694	5	1	0	0	0	11	0	0	0	0	28
GL53_Down_metabinner_29	0	0	0	1812	85.5	229	0	46.2	518	1859663	0	12702	3	5	0	0	0	2	0	0	2	0	30
GL53_Down_metabinner_3	0	0	0	1808	81.1	264	2	38.1	1111	2179209	0	11323	2	5	0	0	0	1	0	0	0	1	22
GL53_Down_metabinner_30_sub	0	0	0	4442	82.2	703	2	54.2	2958	5088872	0	9381	3	4	0	0	0	3	0	0	0	1	36
GL53_Down_metabinner_31_sub	0	0	0	3556	88.4	193	0	56.4	978	3606748	0	39823	12	7	0	0	0	22	0	0	0	0	38
GL53_Down_metabinner_5	0	0	0	3138	92	129	0	56.6	951	3191883	0	56962	7	7	0	0	0	1	0	0	0	1	42
GL53_Down_metabinner_64	0	0	0	4059	84.3	936	0	66.8	1987	3961650	0	4447	3	0	0	0	0	4	0	0	0	0	28
GL53_Down_metabinner_92_sub	0	0	0	2812	71.1	787	0	32.5	1446	3076278	0	4212	3	17	0	0	0	5	0	0	1	0	30
GL53_Down_metabinner_94_sub	0	0	1	2162	82.9	414	0	52.2	803	2152050	0	6012	3	1	0	0	0	4	1	0	0	0	30
GL53_Up_concoct_196	0	0	0	2861	83.7	344	0	55.6	1166	2936184	0	12922	5	3	0	0	0	3	0	0	0	0	33
GL53_Up_concoct_234_sub	0	0	0	5069	72	1800	0	67.6	3119	4358500	0	2405	14	8	0	0	0	13	0	0	0	1	41
GL53_Up_concoct_241_sub	0	0	1	2558	69.6	909	0	35.1	989	2808241	0	3402	5	27	0	0	0	22	1	0	0	1	24
GL53_Up_metabat_123_sub	0	0	0	2470	80.4	431	0	59.9	863	2553161	0	7113	6	1	0	0	0	9	0	0	0	0	40
GL53_Up_metabat_149_sub	0	0	1	3195	85.4	355	0	55.2	1023	3299818	0	12862	13	3	0	0	0	4	1	0	0	0	34
GL53_Up_metabat_16	0	0	0	4138	83.9	369	3	49.5	1812	4503431	0	17887	4	3	0	0	0	11	0	0	0	1	34
GL53_Up_metabat_4	0	0	0	3775	85.1	577	2	68.3	1256	4073562	0	8608	11	9	0	0	0	16	0	0	1	0	29
GL53_Up_metabat_5_sub	0	0	0	3603	79	481	0	61.2	1592	3849136	0	10896	8	6	0	0	0	48	0	0	1	1	37
GL53_Up_metabat_73_sub	0	0	3	2662	86.7	269	1	34.6	784	3045602	0	15889	8	39	0	0	0	4	3	0	1	0	30
GL53_Up_metabat_9_sub	0	0	0	2668	90.7	194	0	60.1	618	2685574	0	31020	6	4	0	0	0	2	0	0	0	0	49
GL53_Up_metabinner_1	0	0	0	5116	77	961	3	38.9	3082	6223812	0	8069	4	4	0	0	0	1	0	0	0	1	27
GL53_Up_metabinner_19	0	0	1	2790	82.2	400	3	28.8	1004	3059388	0	11282	7	119	0	0	0	8	1	0	0	0	29
GL53_Up_metabinner_20	0	0	0	4018	71.3	951	1	45.1	1871	4251388	0	4976	4	6	0	0	0	31	0	0	0	2	34
GL53_Up_metabinner_21	0	0	0	2714	77.3	598	0	39.5	1110	3023195	0	5965	3	3	0	0	0	12	0	0	1	1	33
GL53_Up_metabinner_42_sub	0	0	0	2480	88.8	157	0	34.4	685	2910349	0	35499	8	151	0	0	0	5	0	0	0	0	25
GL53_Up_metabinner_45_sub	0	0	0	2143	71.8	603	0	44.6	828	2310302	0	4085	2	4	0	0	0	10	0	0	0	0	21
GL54_DN_metabat_73_sub	0	0	0	1754	84.9	233	0	55.4	500	1724214	0	8692	4	4	0	0	0	5	0	0	0	0	29
GL54_DN_metabinner_14_sub	0	0	0	2195	84.6	450	0	62.2	733	2172972	0	5723	3	3	0	0	0	6	0	0	0	0	36
GL54_DN_metabinner_6	0	0	0	2340	81	440	0	37.6	1282	2326645	0	6440	2	2	0	0	0	1	0	0	0	0	20
GL54_UP_concoct_14	0	0	0	4825	86.5	506	4	54.5	1899	4931181	0	13033	8	7	0	0	0	5	0	0	0	1	26
GL54_UP_concoct_177_sub	0	0	0	3341	80.9	915	0	65.2	1329	3395092	0	4119	6	4	0	0	0	8	0	0	0	0	20
GL54_UP_concoct_89	0	0	0	3686	82	830	0	67.8	1441	3904340	0	6088	5	4	0	0	0	7	0	0	0	0	25
GL54_UP_concoct_9	0	0	0	2492	87.2	349	0	62.6	870	2401996	0	8642	5	3	0	0	0	2	0	0	0	0	40
GL54_UP_metabat_106	0	0	0	1634	82.5	268	0	44.4	423	1696660	0	6821	2	1	0	0	0	5	0	0	7	0	18
GL54_UP_metabat_18_sub	1	0	0	812	81.6	67	0	42.2	552	747511	0	13834	0	1	0	0	0	0	1	0	0	1	28
GL54_UP_metabat_24	1	1	0	517	85.5	45	0	37.9	349	475978	0	13304	0	0	0	0	0	0	2	0	0	0	30
GL54_UP_metabat_36	0	0	1	3974	86.3	211	0	46.7	1128	4116650	0	39349	9	11	0	0	0	21	1	0	2	1	46
GL54_UP_metabat_38_sub	0	0	0	1899	90.7	151	0	39.7	580	1880979	0	18054	1	3	0	0	0	4	0	0	0	1	26
GL54_UP_metabat_41_sub	0	0	1	4386	88	434	0	66.1	1361	4723347	0	15310	10	7	0	0	0	13	1	0	1	0	34
GL54_UP_metabat_59	0	0	0	3327	84.7	462	0	57.8	933	3334854	0	9221	12	6	0	0	0	11	0	0	0	0	21
GL54_UP_metabinner_13	0	0	0	1768	88.5	38	1	40.3	460	1867733	0	75026	2	2	0	0	0	1	0	0	4	0	28
GL54_UP_metabinner_14	0	0	0	1908	59.9	181	0	43.4	1770	1000870	0	6725	0	1	0	0	0	28	0	0	0	0	26
GL54_UP_metabinner_21_sub	0	0	0	3595	87.3	296	1	66.9	1062	3858339	0	18776	10	5	0	0	0	7	0	0	0	0	28
GL54_UP_metabinner_24	0	0	0	1688	84.6	228	1	43.6	481	1762721	0	11981	3	4	0	0	0	3	0	0	6	0	17
GL54_UP_metabinner_4	0	0	0	3234	87	241	0	59.2	982	3433235	0	23846	5	4	0	0	0	20	0	0	0	1	34
GL54_UP_metabinner_44_sub	0	0	0	2452	86.1	314	1	56	731	2421333	0	13038	6	3	0	0	0	6	0	0	0	0	21
GL54_UP_metabinner_5	1	0	0	6148	92.4	184	1	65.6	2944	6935786	0	73372	2	3	0	0	0	4	1	0	0	1	46
GL54_UP_metabinner_6_sub	0	0	1	2318	85.6	358	1	57.8	772	2133713	0	7504	4	6	0	0	0	8	1	0	0	0	32
GL56_Down_concoct_109	0	0	0	2996	77	815	0	48.3	2045	3091483	0	4248	4	4	0	0	0	2	0	0	0	1	33
GL56_Down_concoct_143_sub	0	0	0	1600	75.5	441	0	50	899	1506830	0	3577	0	2	0	0	0	1	0	0	0	1	15
GL56_Down_concoct_45	2	0	0	2245	72.8	727	0	32.8	1130	2552688	0	4094	6	3	0	0	0	3	2	0	0	1	24
GL56_Down_concoct_50_sub	0	0	0	5502	72.1	1687	0	59.6	3515	6062635	0	4212	0	20	0	0	0	6	0	0	0	1	46
GL56_Down_metabat_34	0	0	1	7274	87.7	1057	0	68.7	4033	7714344	0	8996	3	2	0	0	0	5	1	0	0	1	49
GL56_Down_metabat_35_sub	0	0	0	3770	81.5	572	1	53.3	1665	3785030	0	8299	4	6	0	0	0	4	0	0	0	0	36
GL56_Down_metabinner_2	1	0	0	2337	58.5	215	0	42	2173	1255130	0	8170	0	0	0	0	0	35	0	0	0	0	32
GL56_Down_metabinner_7	0	0	0	3960	80.7	505	0	38.2	1662	4616794	0	11468	2	4	0	0	0	11	0	0	0	0	28
GL56_Up_concoct_124	0	0	0	3339	77.4	960	0	44.6	1389	3731064	0	4600	3	1	0	0	0	16	0	0	0	1	21
GL58_Down_concoct_10	0	0	1	3927	83.8	748	0	70	2077	3780483	0	5568	5	0	0	0	0	1	1	0	0	0	43
GL58_Down_concoct_163	0	0	1	3210	87	518	0	61.8	1414	3042850	0	7353	6	2	0	0	0	0	1	0	0	1	31
GL58_Down_concoct_82	0	0	1	2750	81.8	719	0	62.6	1662	2484190	0	3774	6	3	0	0	0	0	1	0	0	0	22
GL58_Down_metabat_138_sub	0	0	0	4125	84.1	593	0	61.3	1531	4011635	0	8174	7	3	0	0	0	1	0	0	0	0	28
GL58_Up_concoct_3_sub	0	0	0	4260	82.7	1050	0	65.6	2360	4195534	0	5048	6	2	0	0	0	1	0	0	1	0	30
GL58_Up_concoct_85	0	0	1	4322	87.3	667	0	65.2	2005	4498111	0	8851	6	4	0	0	0	2	1	0	0	1	39
GL6_UpB_concoct_86	1	0	1	3121	88.5	382	0	68.3	1263	3092744	0	9057	1	3	0	0	0	2	2	0	1	0	27
GL6_UpB_metabinner_11_sub	0	0	0	924	79.8	178	0	51.2	598	847482	0	6233	1	0	0	0	0	0	0	0	0	0	26
GL61_DN_concoct_121_sub	0	0	0	3624	82.1	740	0	58.4	1854	3820216	0	6040	3	1	0	0	0	3	0	0	0	0	28
GL61_DN_concoct_141_sub	0	0	0	4445	81.6	661	0	66.5	1590	4463787	0	7856	7	12	0	0	0	15	0	0	2	0	37
GL61_DN_concoct_17	0	0	1	2658	87.6	269	0	62.3	710	2710529	0	15292	5	3	0	0	0	2	1	0	0	1	37
GL61_DN_concoct_175	0	0	1	3652	80.1	1005	0	69.4	2197	4408697	0	5115	2	2	0	0	0	0	1	0	0	1	30
GL61_DN_concoct_35	0	0	0	2460	82.6	656	0	66.9	718	2401816	0	4080	12	5	0	0	0	16	0	0	0	1	23
GL61_DN_concoct_89	0	0	1	2199	83.6	317	0	59.4	853	2313640	0	9623	3	2	0	0	0	2	1	0	0	1	24
GL61_DN_concoct_96	0	0	0	2980	86.3	287	0	44.1	1032	3289417	0	17833	4	3	0	0	0	5	0	0	0	0	35
GL61_DN_concoct_98_sub	0	0	1	2210	84.1	322	0	66.2	1171	2290717	0	7682	4	3	0	0	0	2	1	0	0	1	35
GL61_DN_metabat_25	0	2	0	650	87.7	33	0	46.3	400	590223	0	25662	0	2	0	0	0	0	2	0	0	0	28
GL61_DN_metabat_65	0	1	1	1085	81.2	103	0	46.3	661	1046266	0	11900	0	1	0	0	0	0	3	0	0	0	37
GL61_DN_metabat_70_sub	0	0	0	3477	86.7	203	1	61.1	878	3849323	0	37248	12	4	0	0	0	8	0	0	0	0	30
GL61_DN_metabinner_1	0	0	0	2409	89	107	1	42.6	647	2437989	0	50478	7	4	0	0	0	4	0	0	5	1	35
GL61_DN_metabinner_10	0	0	0	1913	79.2	403	0	59.4	791	1841975	0	5415	7	4	0	0	0	3	0	0	2	1	19
GL61_DN_metabinner_3_sub	0	0	0	3800	90	62	0	52.5	1072	4198950	0	109771	7	7	0	0	0	2	0	0	0	1	37
GL61_DN_metabinner_39_sub	0	0	0	4576	83.8	455	0	62.3	1010	4801697	0	14492	13	13	0	0	0	21	0	0	1	2	25
GL61_DN_metabinner_47_sub	0	0	0	2911	82.8	552	0	64.9	1116	2954025	0	6324	4	4	0	0	0	4	0	0	0	2	30
GL61_DN_metabinner_6_sub	0	0	0	3157	85.7	419	1	60.9	1026	3168697	0	10727	8	6	0	0	0	4	0	0	2	0	23
GL65_DN_concoct_113	0	0	1	6813	87.6	929	0	66.9	4133	7076465	0	9886	1	3	0	0	0	4	1	0	0	2	51
GL65_DN_concoct_128	0	0	0	3869	88.3	373	0	57.7	2474	3954385	0	16644	4	2	0	0	0	0	0	0	0	1	37
GL65_DN_concoct_143	0	0	0	2411	86	369	0	60.1	843	2336560	0	7327	6	4	0	0	0	6	0	0	0	1	33
GL65_DN_concoct_201	0	0	0	3579	75.1	881	0	49.5	2621	3952729	0	5379	1	3	0	0	0	0	0	0	0	1	27
GL65_DN_concoct_218_sub	0	0	0	3551	88.2	266	3	54.6	1697	3708547	0	21566	2	4	0	0	0	6	0	0	0	1	38
GL65_DN_concoct_33_sub	0	0	0	3286	87.2	540	0	63.4	827	3456146	0	7935	10	4	0	0	0	14	0	0	0	1	27
GL65_DN_concoct_57	0	0	0	2990	90.7	119	0	64.4	766	3089827	0	39338	8	5	0	0	0	5	0	0	0	1	54
GL65_DN_concoct_7_sub	0	0	0	3108	79.7	864	0	64.2	1256	2976464	0	3892	6	1	0	0	0	6	0	0	0	0	43
GL65_DN_concoct_75_sub	1	0	0	4730	70.8	1931	0	59.4	3023	5043494	0	2643	4	5	0	0	0	19	0	0	0	1	27
GL65_DN_concoct_92	0	0	0	2778	82.7	514	0	63.4	900	2805044	0	6489	5	3	0	0	0	21	0	0	0	1	30
GL65_DN_metabat_140_sub	0	0	0	3978	83.4	668	0	60.6	1386	3919712	0	6770	9	6	0	0	0	20	0	0	1	0	31
GL65_DN_metabat_156_sub	0	0	0	3316	88	411	0	68.2	1003	3399228	0	11344	7	5	0	0	0	7	0	0	0	1	37
GL65_DN_metabat_17	0	0	1	3584	87.9	239	3	57.5	1703	3895422	0	22023	1	2	0	0	0	1	1	0	0	1	42
GL65_DN_metabat_42_sub	0	0	1	4337	86	593	0	64.3	2326	4806744	0	10951	3	21	0	0	0	7	1	0	0	1	43
GL65_DN_metabat_83	0	0	0	3819	86.5	316	1	58.1	1109	4105782	0	17964	5	4	0	0	0	6	1	0	0	1	39
GL65_DN_metabinner_1	0	0	0	3112	85.2	149	1	36.5	1674	3793673	0	49803	3	3	0	0	0	1	0	0	0	1	33
GL65_DN_metabinner_13	0	0	0	2762	82.7	345	1	35.4	895	3138301	0	14759	7	9	0	0	0	11	0	0	1	1	30
GL65_DN_metabinner_17	0	0	0	2261	80.9	349	0	40.3	915	2334160	0	9230	6	7	0	0	0	2	1	0	0	1	29
GL65_DN_metabinner_21	0	0	0	1635	62	212	0	42.8	1530	855770	0	4325	0	0	0	0	0	21	0	0	0	0	21
GL65_DN_metabinner_30_sub	0	0	0	2724	76.1	614	6	34	1081	2945473	0	6065	8	15	0	0	0	4	0	0	0	0	49
GL65_DN_metabinner_31_sub	0	0	1	2289	84.8	361	0	65.4	771	2263820	0	7595	5	2	0	0	0	1	1	0	0	1	23
GL65_DN_metabinner_5	0	0	0	1535	84	214	0	62.2	593	1531483	0	10871	3	4	0	0	0	0	0	0	0	0	27
GL65_UP_concoct_192_sub	0	0	0	4720	74	1291	1	52.8	2696	5553842	0	5238	0	0	0	0	0	6	0	0	0	0	50
GL65_UP_concoct_39_sub	0	0	0	1749	81.7	453	0	63.4	670	1686732	0	4328	8	2	0	0	0	1	0	0	0	1	25
GL65_UP_concoct_5	0	0	0	3758	86.5	312	0	62	1926	4457282	0	19670	2	15	0	0	0	5	1	0	0	0	41
GL65_UP_concoct_61	0	0	0	3796	86.8	588	0	65.7	1549	4131812	0	9701	5	2	0	0	0	2	0	0	0	1	26
GL65_UP_concoct_98_sub	0	0	0	2875	68.4	1026	0	38.2	1263	3181173	0	3346	3	2	0	0	0	14	0	0	1	0	22
GL65_UP_metabat_140	1	1	0	3388	82.9	677	0	65.9	1123	3350530	0	5281	10	3	0	0	0	9	2	0	0	0	28
GL65_UP_metabinner_16	0	0	1	2371	82.6	283	0	33.8	1187	2822565	0	15548	3	3	0	0	0	3	1	0	0	1	21
GL65_UP_metabinner_8_sub	0	0	0	1821	75.2	513	0	37.9	779	2064402	0	4277	1	1	0	0	0	0	0	0	0	1	22
GL68_DN_concoct_85	0	0	1	2532	90.5	151	0	55.9	1269	2535923	0	24864	3	5	0	0	0	0	1	0	0	0	39
GL68_DN_concoct_93	0	0	1	3710	89.2	257	0	65.7	1224	3815296	0	23719	8	4	0	0	0	1	1	0	0	1	47
GL68_DN_metabinner_17	1	0	1	579	74.8	145	0	37.1	430	568273	0	4274	1	0	0	0	0	0	2	0	0	0	20
GL68_DN_metabinner_6	0	0	0	3828	88.3	339	3	56.8	1926	3871091	0	14926	2	9	0	0	0	4	0	0	0	1	39
GL7_UP_metabat_28_sub	0	0	1	3242	89	389	0	66.5	1301	3149600	0	10315	2	0	0	0	0	1	1	0	0	0	31
GL7_UP_metabat_6_sub	1	0	1	2510	89.3	302	0	70.8	1278	2466597	0	10473	3	2	0	0	0	1	2	0	0	0	35
GL7_UP_metabat_9_sub	0	0	0	1926	81.1	356	0	44	649	1929876	0	5982	3	4	0	0	0	12	0	0	8	0	16
GL7_UP_metabinner_32_sub	0	0	0	4339	84.2	668	0	63.4	1496	4598131	0	9810	6	3	0	0	0	2	0	0	0	1	22
