protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GL32_Down_metabinner_12_111_3	524	S1_52	473	1.3e-103	339.8	2	466	40	492	98.1	1	several good hits		 good hit with these HMMs: S1_52(339.8);S1_7(338.5);S1_46(328.9);S1_12(305.4);S1_73(307.4)
GFS_5483_242_8	644	S1_16	444	7.2e-144	472.0	2	433	33	498	97.1	1	high		
GL111_DN_concoct_63_626_7	1077	S1_61	451	1.1e-28	158.4	1	352	539	840	77.8	1	probable fragment		fusion of 2 fragments from 727 to 840 score 92.5 fragment 2 from 539 to 717 score 65.9
GFS_13748_1012_8	394	S1_46	459	3e-47	153.6	2	360	4	381	78.0	1	probable fragment		
GFS_5830_525_4	474	S1_26	443	7.1e-134	439.4	2	437	32	468	98.2	1	high		
GFS_11808_583_4	356	S1_7	456	2.3e-32	104.8	168	450	22	341	61.8	1	probable fragment		
GFS_6107_226_1	315	S1_7	456	1.1e-37	122.4	247	444	104	306	43.2	1	probable fragment		
GFS_5304_265_1	222	S1_8	443	1.7e-70	230.2	2	190	25	222	42.4	1	probable fragment		
GL75_UP_metabinner_4_sub_161_1	518	S1_4	536	7.7e-185	607.9	3	510	1	513	94.6	1	high	3.1.6.1 	
GFS_1761_368_1	320	S1_6	469	2.4e-81	266.5	145	458	1	310	66.7	1	probable fragment		
GL74_DN_metabat_45_193_11	655	S1_46	459	2.9e-31	100.9	261	441	438	611	39.2	1	probable fragment		
GFS_5770_743_2	655	S1_7	456	3.4e-126	414.1	4	444	217	647	96.5	1	high	3.1.6.13 3.1.6.- 	
GL51_Up_metabinner_2_127_3	461	S1_20	444	3.2e-171	562.4	1	437	18	452	98.2	1	high		
GFS_13292_194_3	583	S1_17	425	7.9e-167	547.6	3	423	23	476	98.8	1	high	3.1.6.- 	
GFS_6107_1377_2	463	S1_61	451	2.3e-31	101.5	241	431	131	315	42.1	1	probable fragment		
GL132_DN_metabinner_20_417_3	853	S1_7	456	3.7e-94	308.5	2	445	30	569	97.1	1	high	3.1.6.13 3.1.6.- 	
GL26_UP_concoct_141_674_4	653	S1_52	473	2.7e-27	150	2	372	192	517	78.2	1	probable fragment		fusion of 2 fragments from 400 to 517 score 88.2 fragment 2 from 192 to 384 score 61.8
GFS_3520_812_3	727	S1_4	536	6e-193	634.6	2	518	20	560	96.3	1	high	3.1.6.1 	
GFS_3114_70_8	506	S1_7	456	7.9e-90	294.2	2	450	32	481	98.2	1	low		
GL117_UP_metabat_119_177_2	1803	S1_32	423	1.6e-115	378.4	3	414	1114	1570	97.2	1	high		
GFS_9826_1996_1	611	S1_14	426	5.8e-41	132.9	159	415	194	461	60.1	1	probable fragment		
GL54_UP_metabinner_4_88_27	261	S1_8	443	5e-39	126.5	3	227	38	259	50.6	1	probable fragment		
GL140_5_metabinner_35_sub_509_9	505	S1_15	471	4.3e-174	572.1	2	468	33	501	98.9	1	high	3.1.6.4 	
GFS_12806_54_23	642	S1_8	443	1.7e-42	138.0	2	333	256	593	74.7	1	probable fragment		
GL95_UP_concoct_160_118_1	204	S1_26	443	6.6e-53	172.6	264	437	1	199	39.1	1	probable fragment		
GL122_UP_concoct_49_308_11	483	S1_61	451	7.1e-86	281.1	1	441	2	415	97.6	1	low		
GL15_Down_concoct_136_sub_473_1	510	S1_53	474	4.8e-33	107.1	270	438	52	225	35.4	1	probable fragment		
GL140_2_concoct_208_sub_144_5	765	S1_4	536	2.4e-192	632.6	2	518	23	570	96.3	1	high	3.1.6.1 	
GL140_5_concoct_247_sub_335_7	468	S1_61	451	6.5e-69	225.2	1	441	11	425	97.6	1	low		
GFS_6863_78_1	496	S1_16	444	3.8e-38	123.5	159	422	36	305	59.2	1	probable fragment		
GL111_DN_concoct_133_172_5	183	S1_23	422	1.1e-39	128.9	2	97	65	155	22.5	1	probable fragment		
GFS_1477_1248_1	381	S1_25	440	8.2e-131	429.4	3	347	33	378	78.2	1	high	3.1.6.- 	
GFS_10151_196_2	497	S1_32	423	2.3e-166	545.9	2	415	33	453	97.6	1	high		
GFS_13875_1210_11	711	S1_8	443	7.6e-38	122.6	4	307	304	624	68.4	1	probable fragment		
GFS_895_460_3	650	S1_8	443	2.6e-58	190.1	3	330	28	355	73.8	1	probable fragment		
GL140_3_concoct_225_sub_923_1	300	S1_16	444	5.4e-107	350.4	161	438	5	285	62.4	1	high		
GL106_DN_concoct_81_803_6	454	S1_61	451	3.4e-73	239.3	1	441	5	431	97.6	1	low		
GL34_DN_metabinner_24_sub_116_1	425	S1_16	444	9.6e-125	408.9	2	403	36	422	90.3	1	high		
GFS_6995_331_2	477	S1_8	443	1.1e-48	158.4	3	299	28	325	66.8	1	probable fragment		
GFS_6979_348_4	687	S1_8	443	7.8e-47	152.3	3	335	21	348	74.9	1	probable fragment		
GFS_11699_367_2	236	S1_15	471	9.4e-74	241.3	257	469	1	215	45.0	1	probable fragment		
GFS_13369_545_4	899	S1_8	443	1.9e-42	137.8	6	342	380	717	75.8	1	probable fragment		another fragment from 379 to 438 score 50.8
GFS_5712_687_38	408	S1_16	444	4.2e-128	420.0	3	382	21	394	85.4	1	high		
GL140_4_concoct_222_sub_199_1	613	S1_8	443	1.8e-48	157.6	3	299	174	522	66.8	1	probable fragment		
GFS_12560_488_1	1115	S1_29	405	9.3e-68	221.4	171	401	1	243	56.8	1	probable fragment		
GFS_9164_339_1	300	S1_15	471	1.8e-91	299.7	2	243	47	295	51.2	1	probable fragment		
GL139_DN_metabinner_2_370_4	354	S1_39	451	2.3e-136	447.3	102	437	1	335	74.3	1	high		
GFS_11879_957_10	687	S1_8	443	5.2e-19	148.5	3	298	44	339	66.6	1	probable fragment		fusion of 2 fragments from 228 to 339 score 60.6 fragment 2 from 44 to 218 score 87.9
GL74_UP_metabat_107_sub_50_3	470	S1_19	430	1.4e-155	510.5	2	419	34	439	97.0	1	high	3.1.6.- 	
GFS_3960_351_4	529	S1_29	405	5.2e-133	436.3	2	400	19	434	98.3	1	high		
GFS_3114_564_5	657	S1_8	443	2.5e-26	198	3	336	23	356	75.2	1	probable fragment		fusion of 2 fragments from 206 to 356 score 84.7 fragment 2 from 23 to 195 score 113.3
GFS_5712_48_3	454	S1_29	405	1.7e-122	401.7	3	402	30	450	98.5	1	high		
GLR81_GL56_UP_2_concoct_103_1445_3	458	S1_8	443	1.9e-36	118.0	3	329	73	395	73.6	1	probable fragment		
GL119_DN_concoct_185_42_26	452	S1_46	459	6.5e-46	285.7	2	432	25	441	93.7	1	low		fusion of 2 fragments from 265 to 441 score 149.2 fragment 2 from 25 to 260 score 136.5
GFS_7964_278_2	436	S1_66	455	2.1e-154	506.9	2	448	4	434	98.0	1	high		
GFS_4936_1774_1	409	S1_12	481	1.2e-36	119.0	250	437	199	384	38.9	1	probable fragment		
GL124_DN_concoct_187_362_1	498	S1_8	443	5.6e-51	165.9	2	290	25	361	65.0	1	probable fragment		
GFS_14252_1083_4	444	S1_53	474	3.1e-32	104.4	276	456	252	429	38.0	1	probable fragment		
GFS_13179_122_2	121	S1_15	471	2.8e-35	114.4	310	432	1	120	25.9	1	probable fragment		
GL98_DN_concoct_206_69_8	2674	S1_29	405	2e-117	385.0	2	400	1001	1437	98.3	1	high		
GFS_7014_1224_2	449	S1_18	426	1.8e-172	566.2	2	416	26	438	97.2	1	high		
GL72_UP_concoct_135_sub_1527_1	350	S1_8	443	4.7e-20	177	4	297	42	335	66.1	1	probable fragment		fusion of 2 fragments from 225 to 335 score 64.0 fragment 2 from 42 to 213 score 113.0
GFS_5931_502_2	699	S1_16	444	1.5e-34	111.7	162	414	426	666	56.8	1	probable fragment		
GFS_4032_673_3	351	S1_16	444	9.4e-52	168.4	267	438	9	186	38.5	1	probable fragment		
GL95_UP_concoct_109_sub_5_2	616	S1_8	443	1.1e-53	174.9	4	335	31	355	74.7	1	probable fragment		
GL72_UP_concoct_70_sub_887_3	489	S1_53	474	2.8e-85	279.4	3	457	41	485	95.8	1	low		
GL119_DN_concoct_185_425_4	477	S1_16	444	2.8e-180	592.0	2	438	22	463	98.2	1	high		
GFS_6747_175_5	496	S1_16	444	8.7e-68	348.1	161	432	45	478	61.0	1	high		fusion of 2 fragments from 45 to 203 score 126.9 and from 199 to 478 score 221.2
GFS_6979_200_15	776	S1_8	443	7.2e-57	185.3	3	330	51	375	73.8	1	probable fragment		
GL73_DN_concoct_61_321_6	461	S1_27	454	2.2e-127	418.1	2	448	23	445	98.2	1	high	3.1.6.12 3.1.6.- 	
GL124_UP_metabat_8_sub_569_31	456	S1_53	474	2.2e-31	101.7	266	446	247	423	38.0	1	probable fragment		
GL94_UP_concoct_254_376_10	441	S1_20	444	3.8e-149	489.6	3	431	19	429	96.4	1	high		
GL51_DN_metabinner_15_sub_233_1	249	S1_8	443	1.8e-73	240.0	2	231	23	248	51.7	1	probable fragment		
GFS_12677_432_3	305	S1_16	444	1.8e-100	328.9	127	432	1	302	68.7	1	high		
GL32_Down_metabat_63_205_24	387	S1_20	444	2.1e-62	203.7	2	356	40	375	79.7	1	probable fragment		
338R_concoct_65_443_7	613	S1_8	443	3.3e-142	466.6	2	432	28	450	97.1	1	high	3.10.1.1 3.1.6.- 	
GLR80_GL56_UP_1_concoct_69_995_1	304	S1_53	474	2.1e-37	121.5	261	459	97	296	41.8	1	probable fragment		
GL103_DN_metabat_42_20_24	799	S1_53	474	5e-32	103.8	269	456	451	628	39.5	1	probable fragment		another fragment from 258 to 557 score 96.3
GFS_12838_38_15	459	S1_7	456	3.7e-83	272.3	2	449	4	440	98.0	1	low		
GL140_3_concoct_225_sub_636_2	369	S1_32	423	7.4e-137	448.7	58	413	1	348	83.9	1	high		
GFS_11_776_4	1021	S1_8	443	1e-39	128.8	4	311	288	590	69.3	1	probable fragment		
GL124_DN_metabinner_25_601_17	535	S1_6	469	2.2e-164	540.2	2	458	40	517	97.2	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_1365_625_7	634	S1_52	473	1.7e-33	181.2	251	449	190	588	41.9	1	probable fragment		fusion of 2 fragments from 190 to 403 score 72.6 and from 394 to 588 score 108.6
GL124_DN_metabat_128_676_2	521	S1_8	443	1.3e-31	200.8	5	336	2	334	74.7	1	probable fragment		fusion of 2 fragments from 183 to 334 score 102.1 fragment 2 from 2 to 180 score 98.7
GFS_13507_376_7	840	S1_7	456	1.2e-98	323.4	2	446	24	561	97.4	1	high	3.1.6.13 3.1.6.- 	
GL26_DN_concoct_27_87_73	614	S1_8	443	2.5e-20	157.3	6	335	33	353	74.3	1	probable fragment		fusion of 2 fragments from 206 to 353 score 64.9 fragment 2 from 33 to 196 score 92.4
GL88_UP_metabat_53_230_2	502	S1_15	471	1.2e-174	573.9	2	467	25	497	98.7	1	high	3.1.6.4 	
GFS_9658_45_17	476	S1_7	456	3.2e-155	509.8	3	445	30	459	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_14463_746_2	428	S1_8	443	9.2e-49	158.6	7	298	2	323	65.7	1	probable fragment		
GL49_Down_concoct_122_51_4	235	S1_16	444	1.2e-73	240.6	194	432	1	232	53.6	1	probable fragment		
GFS_8640_264_2	711	S1_8	443	4.9e-41	133.2	3	331	39	373	74.0	1	probable fragment		
GL72_UP_concoct_70_sub_1000_4	423	S1_71	422	3.2e-150	493.0	2	418	20	421	98.6	1	high		
GFS_13757_1173_1	485	S1_19	430	6e-39	126.2	160	403	208	474	56.5	1	probable fragment		
GL94_UP_concoct_254_515_6	504	S1_7	456	7.7e-174	571.2	3	448	28	497	97.6	1	high	3.1.6.13 3.1.6.- 	
GL85_UP_metabinner_48_519_3	453	S1_18	426	2.3e-162	532.9	2	412	40	445	96.2	1	high		
GL85_DN_metabinner_10_576_8	447	S1_36	438	1.9e-182	599.3	3	433	23	443	98.2	1	high		
GFS_2330_555_1	370	S1_16	444	1.1e-123	405.4	82	438	4	354	80.2	1	high		
GL51_Up_metabinner_4_159_5	460	S1_25	440	8.8e-101	330.4	2	429	27	452	97.0	1	high	3.1.6.- 	
GFS_5966_231_6	738	S1_8	443	2.5e-25	164.3	6	331	39	362	73.4	1	probable fragment		fusion of 2 fragments from 214 to 362 score 81.4 fragment 2 from 39 to 207 score 82.9
GL82_UP_concoct_151_933_1	157	S1_18	426	2.9e-32	104.2	143	248	24	124	24.6	1	probable fragment		
GFS_8262_28_2	472	S1_6	469	2.4e-156	513.8	2	424	49	472	90.0	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL117_UP_concoct_203_52_4	507	S1_11	498	2e-188	619.7	6	488	28	498	96.8	1	high	3.1.6.11 3.1.6.14 	
GFS_9360_8_82	476	S1_20	444	6.6e-185	607.5	3	438	27	464	98.0	1	high		
GFS_10002_13_88	695	S1_6	469	1.1e-105	346.7	2	449	131	570	95.3	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL74_DN_concoct_278_16_30	235	S1_22	433	1.9e-80	263.0	193	426	1	229	53.8	1	probable fragment		
341R_metabat_72_sub_1590_5	661	S1_53	474	2.6e-34	111.3	269	443	466	631	36.7	1	probable fragment		
GFS_2351_94_1	547	S1_4	536	8.6e-191	627.5	2	512	29	544	95.1	1	high	3.1.6.1 	
GL30_DN_concoct_186_864_1	456	S1_15	471	1e-162	534.6	2	468	2	453	98.9	1	high	3.1.6.4 	
GL86_DN_metabat_16_sub_515_2	665	S1_8	443	2e-21	169.3	5	331	23	348	73.6	1	probable fragment		fusion of 2 fragments from 202 to 348 score 68.5 fragment 2 from 23 to 198 score 100.8
GL82_DN_metabat_42_sub_218_3	483	S1_37	447	4.9e-162	532.2	2	447	3	450	99.6	1	high		
GFS_2131_111_5	164	S1_21	416	3.9e-45	146.7	247	414	1	160	40.1	1	probable fragment		
GFS_13179_531_1	445	S1_25	440	2.6e-157	516.7	3	432	1	441	97.5	1	high	3.1.6.- 	
336R_concoct_84_sub_341_6	726	S1_8	443	6.8e-27	188.4	3	335	19	355	74.9	1	probable fragment		fusion of 2 fragments from 203 to 355 score 86.5 fragment 2 from 19 to 192 score 101.9
GFS_3381_7_19	1363	S1_19	430	7.4e-123	402.7	3	419	30	487	96.7	1	high	3.1.6.- 	
GL91_UP_metabinner_10_554_4	689	S1_7	456	1.5e-126	415.3	2	449	59	506	98.0	1	high	3.1.6.13 3.1.6.- 	
GL72_UP_concoct_191_652_1	284	S1_8	443	2.6e-31	101.1	3	252	30	277	56.2	1	probable fragment		
GFS_953_384_7	738	S1_46	459	1.4e-40	131.7	172	440	316	565	58.4	1	probable fragment		
GL35_DN_metabat_92_sub_51_4	697	S1_8	443	1.5e-23	164.5	3	335	43	396	74.9	1	probable fragment		fusion of 2 fragments from 240 to 396 score 75.5 fragment 2 from 43 to 229 score 89.0
338R_concoct_65_601_13	451	S1_32	423	2.5e-154	506.2	2	409	21	425	96.2	1	high		
GL51_Up_metabinner_2_264_6	493	S1_8	443	9.9e-117	382.6	3	423	48	490	94.8	1	high	3.10.1.1 3.1.6.- 	
GFS_13892_39_15	733	S1_8	443	3.9e-53	173.0	3	331	298	655	74.0	1	probable fragment		
GFS_12560_975_8	175	S1_20	444	7.4e-49	159.1	272	438	2	168	37.4	1	probable fragment		
GFS_11_1068_2	441	S1_7	456	1.8e-31	101.9	247	431	229	419	40.4	1	probable fragment		
GL72_DN_metabinner_2_159_1	451	S1_61	451	3.9e-80	262.2	1	441	2	428	97.6	1	low		
GFS_3054_916_6	196	S1_7	456	5.4e-41	133.3	274	365	79	171	20.0	1	probable fragment		
GLR21_GL16_DN_2_concoct_140_26_5	441	S1_8	443	2.2e-34	111.2	3	320	56	370	71.6	1	probable fragment		
GL73_DN_concoct_173_sub_1594_2	506	S1_7	456	1.3e-89	293.5	2	450	32	481	98.2	1	low		
GL98_DN_concoct_155_300_4	1188	S1_32	423	9.7e-114	372.5	2	410	488	942	96.5	1	high		
GFS_5502_227_12	481	S1_23	422	6.8e-147	482.1	3	417	61	474	98.1	1	high		
GFS_5770_145_2	552	S1_7	456	2.7e-135	444.1	2	447	27	489	97.6	1	high	3.1.6.13 3.1.6.- 	
GL94_UP_concoct_84_134_10	458	S1_8	443	5e-135	442.9	2	422	17	432	94.8	1	high	3.10.1.1 3.1.6.- 	
GFS_2111_359_4	708	S1_8	443	4.1e-38	123.5	4	330	37	363	73.6	1	probable fragment		
GL74_DN_concoct_278_13_13	481	S1_23	422	2.6e-149	490.1	2	416	60	473	98.1	1	high		
GL139_UP_metabat_106_424_2	489	S1_8	443	2.2e-139	457.3	3	429	27	461	96.2	1	high	3.10.1.1 3.1.6.- 	
GFS_9901_690_2	579	S1_46	459	2.3e-30	177.2	185	441	144	546	55.8	1	probable fragment		fusion of 2 fragments from 144 to 290 score 79.3 and from 288 to 546 score 97.9
GL85_DN_concoct_11_101_4	766	S1_8	443	1.4e-34	111.8	4	311	366	683	69.3	1	probable fragment		another fragment from 364 to 460 score 52.5
GL32_Down_metabinner_4_389_1	367	S1_8	443	1.5e-52	171.1	3	329	24	367	73.6	1	probable fragment		
GL28_DN_metabat_107_sub_517_2	291	S1_29	405	2.8e-50	163.8	4	151	32	186	36.3	1	probable fragment		
GL68_DN_metabinner_6_305_5	353	S1_7	456	1.6e-37	121.8	168	450	12	332	61.8	1	probable fragment		
GFS_5747_113_2	420	S1_27	454	1.6e-105	346.1	2	446	21	412	97.8	1	high	3.1.6.12 3.1.6.- 	
GL73_DN_concoct_61_444_1	482	S1_4	536	4.5e-153	503.0	38	508	1	464	87.7	1	high	3.1.6.1 	
GFS_5823_417_6	486	S1_13	476	7.8e-150	492.3	2	459	36	473	96.0	1	high		
GFS_8635_241_1	362	S1_16	444	4.3e-87	284.8	83	439	3	344	80.2	1	low		
GL130_UP_metabinner_7_sub_453_2	510	S1_53	474	2e-33	108.4	270	461	311	505	40.3	1	probable fragment		
GFS_14463_381_4	448	S1_32	423	4.9e-123	403.1	2	407	32	436	95.7	1	high		
GL119_DN_concoct_185_281_62	490	S1_16	444	4.7e-163	535.2	2	436	25	485	97.7	1	high		
GL51_DN_metabinner_8_231_12	489	S1_14	426	9.3e-171	560.6	2	423	40	473	98.8	1	high		
GFS_6793_182_6	439	S1_61	451	9.8e-83	270.8	1	442	2	421	97.8	1	low		
GFS_6110_177_5	525	S1_29	405	3.4e-129	423.7	2	390	20	429	95.8	1	high		
GL122_DN_metabat_25_42_24	1087	S1_8	443	6.3e-39	126.2	5	323	322	633	71.8	1	probable fragment		another fragment from 320 to 410 score 53.1
GL51_DN_metabinner_15_sub_129_22	495	S1_27	454	4.5e-153	502.8	2	453	33	461	99.3	1	high	3.1.6.12 3.1.6.- 	
GFS_6474_182_4	473	S1_6	469	1.3e-115	379.4	2	450	35	466	95.5	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_13693_1490_8	661	S1_53	474	9.8e-36	116.0	268	444	465	632	37.1	1	probable fragment		
GL119_DN_concoct_185_427_15	462	S1_14	426	2e-164	539.7	2	414	28	429	96.7	1	high		
337R_metabinner_31_221_26	497	S1_8	443	9.1e-133	435.5	2	424	37	446	95.3	1	high	3.10.1.1 3.1.6.- 	
GFS_14456_314_8	711	S1_16	444	2.5e-33	107.6	166	415	444	683	56.1	1	probable fragment		
GLR80_GL56_UP_1_metabat_21_286_7	184	S1_23	422	4.4e-46	150.0	259	420	6	164	38.2	1	probable fragment		
GFS_5321_34_3	522	S1_8	443	8.9e-140	458.6	2	431	31	487	96.8	1	high	3.10.1.1 3.1.6.- 	
GFS_3876_62_2	579	S1_6	469	9.7e-135	442.5	3	455	122	568	96.4	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_6982_68_2	479	S1_11	498	3.7e-91	620.1	7	483	32	475	95.6	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 260 to 475 score 298.8 fragment 2 from 32 to 258 score 321.3
GFS_14463_81_6	578	S1_29	405	4e-73	239.1	3	345	25	477	84.4	1	low		
GL65_DN_concoct_75_sub_1123_3	465	S1_24	410	6.8e-144	472.2	2	406	31	448	98.5	1	high		
GFS_1368_99_1	348	S1_53	474	8.8e-38	122.8	269	454	147	339	39.0	1	probable fragment		
GL133_DN_metabinner_11_sub_434_16	489	S1_6	469	4e-146	480.1	2	450	58	487	95.5	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
338R_concoct_65_476_17	455	S1_37	447	3.9e-102	334.8	3	427	19	445	94.9	1	several good hits		 good hit with these HMMs: S1_37(334.8);S1_46(329.2);S1_12(323.8);S1_73(315.5);S1_53(302.9)
GFS_12560_677_10	435	S1_16	444	6.6e-162	531.4	2	429	18	433	96.2	1	high		
336R_metabinner_76_sub_91_2	517	S1_6	469	5e-142	466.6	2	457	61	506	97.0	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL51_Up_concoct_59_sub_207_2	621	S1_8	443	3.9e-143	469.6	3	430	31	454	96.4	1	high	3.10.1.1 3.1.6.- 	
GL72_UP_concoct_70_sub_849_4	467	S1_7	456	1.5e-154	507.6	2	447	24	454	97.6	1	high	3.1.6.13 3.1.6.- 	
338R_concoct_65_482_14	504	S1_7	456	1.9e-169	556.7	3	448	28	497	97.6	1	high	3.1.6.13 3.1.6.- 	
GFS_10912_78_2	392	S1_8	443	2e-48	157.5	2	309	25	313	69.3	1	probable fragment		
GFS_2151_247_1	642	S1_61	451	1.2e-19	132.4	1	304	390	641	67.2	1	probable fragment		fusion of 2 fragments from 575 to 641 score 62.8 fragment 2 from 390 to 566 score 69.6
GL29_UP_concoct_107_sub_303_2	325	S1_7	456	8.6e-53	172.1	2	183	32	215	39.7	1	probable fragment		
GL140_3_concoct_242_405_1	473	S1_7	456	2.1e-157	517.0	19	448	1	466	94.1	1	high	3.1.6.13 3.1.6.- 	
GL137_UP_concoct_56_874_4	759	S1_0	499	7.3e-34	109.7	193	412	467	678	43.9	1	probable fragment		
GFS_4384_77_5	524	S1_8	443	3.1e-138	453.5	2	428	28	482	96.2	1	high	3.10.1.1 3.1.6.- 	
GL73_DN_concoct_61_537_2	495	S1_46	459	1.9e-81	266.3	2	450	20	468	97.6	1	low		
GFS_4902_163_3	283	S1_53	474	6.9e-31	100.0	263	443	79	257	38.0	1	probable fragment		
GFS_11_16_1	627	S1_8	443	1.2e-33	108.8	6	296	206	529	65.5	1	probable fragment		
GFS_4334_794_1	540	S1_12	481	1.1e-32	106.0	248	456	47	252	43.2	1	probable fragment		
GFS_12412_179_1	384	S1_36	438	3.4e-149	489.7	64	431	1	378	83.8	1	high		
GL51_Up_metabinner_2_264_7	503	S1_16	444	1.6e-166	546.6	1	438	28	485	98.4	1	high		
GFS_12086_295_4	377	S1_20	444	8.2e-120	392.9	85	437	2	372	79.3	1	high		
GFS_14463_406_5	274	S1_8	443	1.2e-35	115.4	3	229	33	273	51.0	1	probable fragment		
GFS_12766_3_2	1042	S1_20	444	1.1e-126	415.6	2	437	282	782	98.0	1	high		
GL53_Down_concoct_97_565_2	803	S1_7	456	2.1e-118	388.5	52	444	1	395	86.0	1	high	3.1.6.13 3.1.6.- 	
GL85_DN_metabinner_10_591_6	447	S1_32	423	1.7e-171	562.8	2	415	23	428	97.6	1	high		
GFS_8554_97_2	701	S1_25	440	8.2e-141	462.3	2	433	22	452	98.0	1	high	3.1.6.- 	
GL140_5_metabinner_64_294_3	533	S1_29	405	6.1e-119	389.9	2	399	36	449	98.0	1	high		
GFS_953_127_2	430	S1_8	443	9.7e-39	125.6	2	331	13	340	74.3	1	probable fragment		
GL94_UP_concoct_254_302_4	442	S1_71	422	5.8e-153	502.1	2	418	19	439	98.6	1	high		
GFS_13645_56_8	731	S1_53	474	4.1e-34	110.7	269	458	530	722	39.9	1	probable fragment		another fragment from 522 to 719 score 103.4
GL119_DN_concoct_221_sub_1269_2	461	S1_25	440	4.1e-151	496.3	2	433	26	458	98.0	1	high	3.1.6.- 	
GFS_11924_186_1	529	S1_15	471	3.7e-174	572.3	1	468	27	507	99.2	1	high	3.1.6.4 	
GFS_12412_684_1	348	S1_4	536	2.1e-99	325.9	147	480	18	347	62.1	1	high	3.1.6.1 	
GL82_UP_concoct_91_279_1	332	S1_6	469	9.2e-93	304.1	134	455	6	322	68.4	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_10835_434_9	689	S1_8	443	4.7e-54	176.1	2	331	51	390	74.3	1	probable fragment		
GL85_DN_metabinner_10_851_3	456	S1_46	459	1.3e-77	253.7	2	442	24	451	95.9	1	low		
GL97_UP_metabat_16_310_3	473	S1_61	451	4e-32	103.9	234	428	253	444	43.0	1	probable fragment		
GFS_11693_1291_2	690	S1_9	433	5.2e-36	217.2	3	410	16	375	94.0	1	low		fusion of 2 fragments from 199 to 375 score 116.5 fragment 2 from 16 to 180 score 100.7
GL117_UP_metabat_70_288_26	437	S1_36	438	6.5e-37	258.4	2	432	26	429	98.2	1	low		fusion of 2 fragments from 230 to 429 score 119.6 fragment 2 from 26 to 217 score 138.8
GL124_UP_metabat_8_sub_599_2	989	S1_0	499	9.3e-39	125.9	192	493	352	643	60.3	1	probable fragment		
GFS_14147_717_1	539	S1_16	444	7.3e-60	195.1	202	439	175	405	53.4	1	probable fragment		
GL53_Down_metabinner_30_sub_662_1	833	S1_6	469	2.6e-100	329.0	2	433	100	578	91.9	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL124_DN_concoct_140_158_3	895	S1_8	443	4.7e-37	120.0	4	300	290	571	66.8	1	probable fragment		
GL140_5_metabinner_6_51_24	673	S1_8	443	4.4e-54	176.1	2	310	53	359	69.5	1	probable fragment		
GFS_7658_119_7	659	S1_16	444	1.3e-157	517.3	2	438	47	520	98.2	1	high		
GFS_5966_557_3	590	S1_8	443	8.3e-18	127.5	19	313	2	294	66.4	1	probable fragment		fusion of 2 fragments from 192 to 294 score 56.6 fragment 2 from 2 to 160 score 70.9
338R_concoct_65_54_38	441	S1_20	444	3.3e-152	499.7	2	431	18	429	96.6	1	high		
GFS_2055_765_5	651	S1_16	444	1.2e-131	431.7	2	436	51	470	97.7	1	high		
GFS_9658_36_7	2571	S1_32	423	3.1e-112	367.6	2	412	1699	2155	96.9	1	high		
GFS_13507_329_12	838	S1_7	456	4.8e-99	324.6	3	445	25	556	96.9	1	high	3.1.6.13 3.1.6.- 	
338R_concoct_65_180_16	470	S1_15	471	2.7e-159	523.3	3	467	21	468	98.5	1	high	3.1.6.4 	
GL73_DN_concoct_239_sub_487_13	492	S1_8	443	1.7e-151	497.2	2	424	20	487	95.3	1	high	3.10.1.1 3.1.6.- 	
GL119_DN_concoct_128_sub_429_2	505	S1_14	426	1.9e-158	520.0	2	421	29	474	98.4	1	high		
GFS_3877_81_18	479	S1_39	451	2.7e-185	608.6	2	438	19	459	96.7	1	high		
GL95_UP_concoct_109_sub_381_3	632	S1_79	446	2.5e-34	206.2	4	417	27	388	92.6	1	low		fusion of 2 fragments from 218 to 388 score 111.4 fragment 2 from 27 to 212 score 94.8
GFS_4964_95_10	383	S1_17	425	1.1e-99	326.4	139	411	3	274	64.0	1	high	3.1.6.- 	
339R_concoct_84_sub_690_2	285	S1_12	481	6.4e-57	185.8	2	292	4	283	60.3	1	probable fragment		
GFS_4384_1196_1	452	S1_32	423	8.4e-172	563.8	2	415	28	433	97.6	1	high		
GFS_168_323_1	256	S1_32	423	7.4e-92	300.4	3	244	29	256	57.0	1	high		
GL26_DN_concoct_27_289_2	725	S1_8	443	7.4e-50	162.2	4	335	58	382	74.7	1	probable fragment		
GL139_UP_metabat_106_424_3	486	S1_7	456	1.3e-174	573.7	2	444	34	477	96.9	1	high	3.1.6.13 3.1.6.- 	
GLR18_GL16_UP_2_concoct_42_748_1	515	S1_8	443	2.5e-36	117.6	2	310	174	488	69.5	1	probable fragment		
