MAGs	Completeness	Contamination	sum_len	LengthNorm	LengthNorm2
GL53_Down_concoct_231	75.88	3.07	2210102	2823210.158935161	2912627.833421191
GL53_Down_concoct_240	86.32	3.24	4951673	5550554.674235404	5736414.504170529
GL53_Down_concoct_85_sub	79.52	9.77	4556545	5170234.599471832	5730061.61971831
GL53_Down_concoct_86	96.1	0.51	3784492	3917992.8104058276	3938077.0031217486
GL53_Down_concoct_97	81.59	1.71	4859824	5854542.235077827	5956396.617232503
GL53_Down_concoct_99	74.01	3.39	3761281	4909841.33779219	5082125.388461019
GL53_Down_metabat_107_sub	93.27	6.39	2628207	2637787.6838211645	2817848.1826954004
GL53_Down_metabat_134	91.14	3.03	2846319	3028390.974654378	3123018.4331797236
GL53_Down_metabat_20	92.24	0	1940783	2104057.892454467	2104057.892454467
GL53_Down_metabat_36	81.64	1.73	4069864	4898891.906908378	4985134.7378735915
GL53_Down_metabat_69_sub	80.31	6.79	3370968	3912438.392230109	4197444.901008592
GL53_Down_metabat_88_sub	71.29	6.48	2567095	3367579.245335952	3600918.7824379294
GL53_Down_metabat_90	84.97	5.92	3168562	3508277.1914793453	3729036.130398964
GL53_Down_metabinner_1	95.85	2.7	3919975	3979275.612936881	4089697.4439227963
GL53_Down_metabinner_10	86.36	2.33	4649724	5258667.705882353	5384117.647058823
GL53_Down_metabinner_16	87.4	3.53	4090662	4515173.491304347	4680391.304347825
GL53_Down_metabinner_17	79.93	1.04	4064754	5032504.139121732	5085392.218190917
GL53_Down_metabinner_23_sub	81.38	4.44	3221007	3782249.0651265667	3957983.534037847
GL53_Down_metabinner_26	79.92	2.86	2448364	2975901.888888889	3063518.5185185187
GL53_Down_metabinner_27_sub	74.05	3.33	5248216	6851384.749763673	7087395.003376097
GL53_Down_metabinner_29	74.94	7.89	1859663	2285742.7132372567	2481535.8953829734
GL53_Down_metabinner_3	91.13	0.16	2179209	2387492.884450785	2391318.994842533
GL53_Down_metabinner_30_sub	83.23	5.62	5088872	5770608.426769193	6114228.042773038
GL53_Down_metabinner_31_sub	92.23	7.21	3606748	3628647.3698362787	3910601.7564783692
GL53_Down_metabinner_5	88.69	5.53	3191883	3399900.631525539	3598920.9606494536
GL53_Down_metabinner_64	70.18	8.21	3961650	5181531.112852664	5644984.326018808
GL53_Down_metabinner_92_sub	71.51	6.59	3076278	4018390.8261781563	4301885.051041812
GL53_Down_metabinner_94_sub	76.02	4.64	2152050	2699546.014206788	2830899.7632202054
GL53_Up_concoct_196	81.03	0.56	2936184	3603284.425027767	3623576.4531654944
GL53_Up_concoct_234_sub	74.22	9.47	4358500	5316289.477229858	5872406.359471841
GL53_Up_concoct_241_sub	77.99	9	2808241	3276701.2565713557	3600770.611616874
GL53_Up_metabat_123_sub	81.3	1.94	2553161	3079495.2971709715	3140419.434194342
GL53_Up_metabat_149_sub	78.68	4.43	3299818	4008180.0490594814	4193973.0554143363
GL53_Up_metabat_16	95.5	0.17	4503431	4707617.976230366	4715634.554973822
GL53_Up_metabat_4	82.77	2.86	4073562	4780787.878216746	4921544.037694817
GL53_Up_metabat_5_sub	72.23	5.54	3849136	5033772.4845632	5328999.030873598
GL53_Up_metabat_73_sub	79.54	9.34	3045602	3471388.952979632	3829019.3613276333
GL53_Up_metabat_9_sub	87.18	8.05	2685574	2832513.5271851337	3080493.23239275
GL53_Up_metabinner_1	92.14	1.86	6223812	6629096.04601693	6754734.100282178
GL53_Up_metabinner_19	78.7	2.97	3059388	3771949.3982210928	3887405.336721728
GL53_Up_metabinner_20	73.73	1.15	4251388	5699846.789637868	5766157.602061576
GL53_Up_metabinner_21	87.39	2.43	3023195	3375364.8718388835	3459428.9964526836
GL53_Up_metabinner_42_sub	82.79	2.64	2910349	3422533.8644763865	3515338.8090349077
GL53_Up_metabinner_45_sub	70.85	8.37	2310302	2987903.6310515176	3260835.5681016236
GL54_DN_metabat_73_sub	76.48	2.47	1724214	2198778.653504184	2254463.912133891
GL54_DN_metabinner_14_sub	79.54	5.35	2172972	2585765.649987427	2731923.5604727175
GL54_DN_metabinner_6	84.88	2.4	2326645	2675312.8180961357	2741099.198868992
GL54_UP_concoct_14	89.9	0.89	4931181	5436366.506229143	5485184.649610678
GL54_UP_concoct_177_sub	72.27	2.97	3395092	4558264.518610766	4697788.847377889
GL54_UP_concoct_89	74.85	6.82	3904340	4860472.961923848	5216219.1048764195
GL54_UP_concoct_9	92.1	1.88	2401996	2558999.430184582	2608030.401737242
GL54_UP_metabat_106	73.14	4.55	1696660	2214194.6540880506	2319742.9587093247
GL54_UP_metabat_18_sub	85.65	0.14	747511	871528.8786923526	872750.729713952
GL54_UP_metabat_24	83.84	0.24	475978	566359.3187022901	567721.8511450381
GL54_UP_metabat_36	100	2.66	4116650	4007147.1100000003	4116650
GL54_UP_metabat_38_sub	85.1	0.09	1880979	2208326.8142185668	2210316.0987074035
GL54_UP_metabat_41_sub	81.67	4.61	4723347	5516836.90865679	5783454.144728787
GL54_UP_metabat_59	74.97	7.73	3334854	4104401.4749899954	4448251.300520208
GL54_UP_metabinner_13	74.56	0.8	1867733	2484966.6523605147	2505006.7060085833
GL54_UP_metabinner_14	74.57	3.13	1000870	1300178.0461311522	1342188.5476733274
GL54_UP_metabinner_21_sub	71.47	6.02	3858339	5073551.129424932	5398543.444802014
GL54_UP_metabinner_24	70.42	6.14	1762721	2349460.282022153	2503153.9335416076
GL54_UP_metabinner_4	94.51	1.51	3433235	3577815.206327372	3632668.5006877575
GL54_UP_metabinner_44_sub	70.35	4.23	2421333	3296248.207675907	3441837.953091685
GL54_UP_metabinner_5	98.2	1.35	6935786	6967569.133401222	7062918.533604887
GL54_UP_metabinner_6_sub	84.03	0.24	2133713	2533133.5104129477	2539227.656789242
GL56_Down_concoct_109	72.91	0.56	3091483	4216391.023453573	4240135.7838430945
GL56_Down_concoct_143_sub	74.37	4.72	1506830	1930492.9729729728	2026126.126126126
GL56_Down_concoct_45	91.17	1.84	2552688	2748402.4797630794	2799921.026653504
GL56_Down_concoct_50_sub	82.77	8.2	6062635	6724053.316418993	7324676.815271234
GL56_Down_metabat_34	74.27	4.04	7714344	9967260.67375791	10386891.07311162
GL56_Down_metabat_35_sub	78.57	7.52	3785030	4455130.131093293	4817398.498154513
GL56_Down_metabinner_2	78.52	1.16	1255130	1579942.0427916453	1598484.4625573102
GL56_Down_metabinner_7	75.6	1.08	4616794	6040916.17037037	6106870.37037037
GL56_Up_concoct_124	79.91	0.26	3731064	4656943.102990865	4669082.718057815
GL58_Down_concoct_10	72.1	6.51	3780483	4902043.767961166	5243388.349514564
GL58_Down_concoct_163	78.14	1.06	3042850	3852822.869209112	3894100.332736115
GL58_Down_concoct_82	70.94	0.5	2484190	3484309.345926135	3501818.4381167185
GL58_Down_metabat_138_sub	84.59	3.19	4011635	4591161.890885447	4742445.9155928595
GL58_Up_concoct_3_sub	77.27	7.96	4195534	4997501.609421508	5429706.224925585
GL58_Up_concoct_85	92.4	2.1	4498111	4765855.7023809515	4868085.497835497
GL6_UpB_concoct_86	71.85	1.41	3092744	4243752.692553933	4304445.37230341
GL6_UpB_metabinner_11_sub	72.76	1.49	847482	1147408.6286421109	1164763.6063771301
GL61_DN_concoct_121_sub	83.84	0.74	3820216	4522836.833969465	4556555.34351145
GL61_DN_concoct_141_sub	84.53	2.78	4463787	5133909.5249024015	5280713.356204898
GL61_DN_concoct_17	95.56	0.06	2710529	2834766.306613646	2836468.187526162
GL61_DN_concoct_175	71.42	1.91	4408697	6055013.843881264	6172916.549985997
GL61_DN_concoct_35	82.61	4.03	2401816	2790246.7197675826	2907415.5671226243
GL61_DN_concoct_89	74.93	2.83	2313640	3000352.3128253035	3087735.2195382356
GL61_DN_concoct_96	95.38	0	3289417	3448749.2136716293	3448749.2136716293
GL61_DN_concoct_98_sub	72.93	0.55	2290717	3123705	3140980.3921568627
GL61_DN_metabat_25	95.63	0.79	590223	612318.5593433024	617194.3950643104
GL61_DN_metabat_65	85.77	0.77	1046266	1210457.9127900198	1219850.763670281
GL61_DN_metabat_70_sub	85.62	6.9	3849323	4185610.5033870586	4495822.237794907
GL61_DN_metabinner_1	99.97	1.84	2437989	2393848.156847054	2438720.6161848553
GL61_DN_metabinner_10	71.27	3.32	1841975	2498697.1095832745	2584502.5957625927
GL61_DN_metabinner_3_sub	88.87	0.32	4198950	4709703.341960167	4724822.774839654
GL61_DN_metabinner_39_sub	80.06	7.31	4801697	5559196.789033226	5997623.032725456
GL61_DN_metabinner_47_sub	70.05	6.24	2954025	3953881.2847965737	4217023.554603854
GL61_DN_metabinner_6_sub	100	1.02	3168697	3136376.2906	3168697
GL65_DN_concoct_113	100	1.9	7076465	6942012.165	7076465
GL65_DN_concoct_128	89.71	1.66	3954385	4334792.340876157	4407964.552446773
GL65_DN_concoct_143	85.71	1.43	2336560	2687139.4143040488	2726122.972815308
GL65_DN_concoct_201	89.3	2.06	3952729	4335165.490033595	4426348.264277715
GL65_DN_concoct_218_sub	91	0.55	3708547	4052912.0785714295	4075326.373626374
GL65_DN_concoct_33_sub	87.95	2.2	3456146	3843218.6333143828	3929671.4042069353
GL65_DN_concoct_57	94.02	2.97	3089827	3188746.1583705596	3286350.776430547
GL65_DN_concoct_7_sub	75.87	8.21	2976464	3601023.204955845	3923110.5838935017
GL65_DN_concoct_75_sub	74.15	8.96	5043494	6192308.749291975	6801745.111260957
GL65_DN_concoct_92	82.96	0.39	2805044	3368013.8963355836	3381200.5785920927
GL65_DN_metabat_140_sub	76.98	4.79	3919712	4847957.645102623	5091857.625357235
GL65_DN_metabat_156_sub	77.81	3.55	3399228	4213539.912607634	4368626.140598895
GL65_DN_metabat_17	92.76	0.06	3895422	4196943.452781372	4199463.130659767
GL65_DN_metabat_42_sub	73.15	2.72	4806744	6392345.267532468	6571078.6056049215
GL65_DN_metabat_83	96.16	1.64	4105782	4199716.280366057	4269740.016638935
GL65_DN_metabinner_1	96.6	0	3793673	3927197.7225672877	3927197.7225672877
GL65_DN_metabinner_13	91.55	8	3138301	3153726.8377935556	3427963.95412343
GL65_DN_metabinner_17	75.64	1.41	2334160	3042369.571655209	3085880.4865150717
GL65_DN_metabinner_21	75.74	1.08	855770	1117675.8436757328	1129878.5318193822
GL65_DN_metabinner_30_sub	84.71	4.14	2945473	3333172.491795538	3477125.4869554956
GL65_DN_metabinner_31_sub	81.79	1.63	2263820	2722728.6147450786	2767844.479765252
GL65_DN_metabinner_5	80.53	0	1531483	1901754.6256053646	1901754.6256053646
GL65_UP_concoct_192_sub	87.14	2.85	5553842	6191826.374799174	6373470.277714023
GL65_UP_concoct_39_sub	74.32	0.15	1686732	2266148.9531754577	2269553.2831001077
GL65_UP_concoct_5	93.53	0.22	4457282	4755133.09055918	4765617.4489468625
GL65_UP_concoct_61	89.53	2.34	4131812	4507011.727018876	4615002.792360103
GL65_UP_concoct_98_sub	72.88	4.51	3181173	4168087.4007958295	4364946.48737651
GL65_UP_metabat_140	83.67	7.93	3350530	3686904.4711366077	4004457.989721525
GL65_UP_metabinner_16	89.15	0.26	2822565	3157853.4279304543	3166085.2495793607
GL65_UP_metabinner_8_sub	75.64	2.33	2064402	2665654.988630355	2729246.4304600745
GL68_DN_concoct_85	94.62	0.46	2535923	2667784.5637285984	2680113.083914606
GL68_DN_concoct_93	98.23	1.36	3815296	3831220.5786419623	3884043.5712104244
GL68_DN_metabinner_17	80.52	0.04	568273	705471.5484351715	705753.8499751615
GL68_DN_metabinner_6	90.56	0.35	3871091	4259653.468970849	4274614.620141343
GL7_UP_metabat_28_sub	80.59	1.12	3149600	3864405.608636307	3908177.1932001486
GL7_UP_metabat_6_sub	78.08	3.53	2466597	3047548.829277664	3159063.780737705
GL7_UP_metabat_9_sub	78.21	6.75	1929876	2300996.5093977754	2467556.5784426546
GL7_UP_metabinner_32_sub	77.13	9.28	4598131	5408303.439906652	5961533.774147544
GL72_DN_concoct_12_sub	70.63	5.76	2405579	3209709.2589551182	3405888.432677333
GL72_DN_concoct_167_sub	76.48	1.33	2034456	2624735.532426778	2660115.062761506
GL72_DN_concoct_181	78.6	2.8	2921054	3612295.7862595418	3716353.68956743
GL72_DN_concoct_184	90.41	1.03	4706186	5151766.711868157	5205382.147992479
GL72_DN_concoct_216	96.23	1.6	2776058	2838658.497350098	2884815.5460874983
GL72_DN_concoct_217	85.94	6.2	4065599	4437435.25948336	4730741.214801024
GL72_DN_concoct_256	89.14	2.02	3044158	3346046.67758582	3415030.289432354
GL72_DN_concoct_34	87.6	2.1	4753236	5312121.05479452	5426068.493150685
GL72_DN_concoct_53_sub	73.28	0.11	2124171	2895516.3917849343	2898704.9672489082
GL72_DN_concoct_64	93.65	0.46	4461502	4742102.606300052	4764017.084890549
GL72_DN_concoct_71	83.38	3.63	2500591	2890164.963660351	2999029.743343728
GL72_DN_concoct_9_sub	81.96	1.62	5521357	6627514.661542216	6736648.365056125
GL72_DN_metabat_113	76.36	0.4	3660001	4773914.347826087	4793086.694604505
GL72_DN_metabat_127_sub	78.28	4.57	3162760	3855674.3331630044	4040316.8114460907
GL72_DN_metabat_143	97.87	0.2	2885324	2942222.695412282	2948118.9332788396
GL72_DN_metabat_162_sub	70.12	8.25	3484745	4559688.4448088985	4969687.67826583
GL72_DN_metabat_164_sub	88.85	4.04	4550896	4915070.119977491	5121998.874507598
GL72_DN_metabat_174_sub	88.31	1.37	4464586	4986322.241875212	5055583.739100894
GL72_DN_metabat_177_sub	80.51	3.64	4972393	5951307.7813936155	6176118.494596944
GL72_DN_metabat_203_sub	85.74	5.52	4399591	4848068.0858409135	5131316.771635176
GL72_DN_metabat_34	90.85	0.51	2907222	3183704.0922399564	3200024.2157402313
GL72_DN_metabat_85	88.18	3.49	3281187	3591147.16908596	3721010.433204808
GL72_DN_metabinner_10	91.49	0.61	1864366	2025350.7130833971	2037781.1782708494
GL72_DN_metabinner_12	99.96	2.55	7041646	6864829.958983595	7044463.785514207
GL72_DN_metabinner_19	86.74	0.63	1892773	2168375.063523173	2182122.4348628083
GL72_DN_metabinner_2	94.08	0.97	4997162	5260086.658801021	5311609.268707484
GL72_DN_metabinner_23_sub	86.81	0.46	4276537	4903657.331874208	4926318.396498099
GL72_DN_metabinner_28_sub	77.96	2.28	3134494	3928973.2385838893	4020643.9199589537
GL72_DN_metabinner_34_sub	97.38	0.9	3212577	3269319.9907578556	3299011.090573013
GL72_DN_metabinner_43	94.01	0.16	833060	884721.9487288585	886139.772364642
GL72_DN_metabinner_52_sub	89.99	5.65	2412489	2529373.6765196132	2680841.2045782865
GL72_DN_metabinner_61	74.67	2.37	2584162	3378756.3420383013	3460776.7510379
GL72_DN_metabinner_7	98.49	0.15	3925770	3979979.028327749	3985957.9652756625
GL72_DN_metabinner_8	98.87	1	4067099	4072446.657226661	4113582.4820471327
GL72_UP_concoct_0	97.39	1.84	3386802	3413579.261936544	3477566.4852654277
GL72_UP_concoct_107	82.94	0.59	4763603	5709546.34952978	5743432.601880877
GL72_UP_concoct_117	95.08	0.37	4389830	4599902.849179638	4616985.6962557845
GL72_UP_concoct_120	80.98	3.29	3485925	4163050.2191899233	4304673.993578661
GL72_UP_concoct_135_sub	71.89	7.65	4257641	5469371.906384755	5922438.447628321
GL72_UP_concoct_172_sub	84	4.98	2842664	3215594.443809524	3384123.8095238097
GL72_UP_concoct_191	80.81	5.67	3361534	3923938.8964237096	4159799.5297611677
GL72_UP_concoct_2	89.25	1.34	3404556	3763512.5485714287	3814628.5714285714
GL72_UP_concoct_20	96.68	0.14	4903188	5064463.732726521	5071563.922217625
GL72_UP_concoct_22	94.66	2.45	4637973	4779571.795372914	4899612.296640608
GL72_UP_concoct_232	73.7	2.89	4641644	6116011.517503392	6298024.423337856
GL72_UP_concoct_239_sub	76.74	0.94	2128927	2748130.161845192	2774207.7143601775
GL72_UP_concoct_246	94.38	0.43	5603110	5911227.619198984	5936755.668573851
GL72_UP_concoct_269	82.79	4	2819198	3269030.172726175	3405239.763256432
GL72_UP_concoct_270_sub	70.62	3.08	2404670	3300206.9725290285	3405083.5457377513
GL72_UP_concoct_294	87.6	4.41	6791719	7411192.000114155	7753103.881278539
GL72_UP_concoct_303	97.31	2.8	4345983	4341070.266159696	4466121.673003802
GL72_UP_concoct_308_sub	76.57	3.52	4964531	6255425.765704584	6483650.254668931
GL72_UP_concoct_38_sub	80.32	1.88	4010911	4899783.208665338	4993664.093625498
GL72_UP_concoct_68_sub	72.81	2.95	1315870	1753951.1536876801	1807265.485510232
GL72_UP_concoct_70_sub	88.02	2.77	3975709	4391708.544308112	4516824.585321518
GL72_UP_metabat_156_sub	70.8	4.82	2960121	3979439.502542373	4180961.86440678
GL72_UP_metabat_178_sub	75.61	6.43	3861999	4779357.841952123	5107788.65229467
GL72_UP_metabat_244	93.72	1.58	2458029	2581297.633162612	2622736.875800256
GL72_UP_metabat_78	90.55	0.03	2305601	2545454.7981225844	2546218.6637217007
GL72_UP_metabat_91	96.84	1	676567	691657.713754647	698644.1553077241
GL72_UP_metabinner_1	99.98	0.55	1800978	1791430.9071814364	1801338.2676535307
GL72_UP_metabinner_105_sub	79.16	1.17	3384048	4224930.06366852	4274946.942900456
GL72_UP_metabinner_127_sub	77.89	4.98	3298716	4024187.884452433	4235095.647708306
GL72_UP_metabinner_14	86.71	0.56	1380876	1583604.0761157884	1592522.2004382426
GL72_UP_metabinner_2	99.29	0.24	4685011	4707188.008460066	4718512.438312015
GL72_UP_metabinner_28	92.2	5.23	4117756	4232535.098915402	4466112.798264642
GL72_UP_metabinner_3	86.82	0	2528437	2912274.8214697074	2912274.8214697074
GL72_UP_metabinner_32	91.88	1.01	746579	804351.9287113628	812558.7723117111
GL72_UP_metabinner_36_sub	84.49	2.83	2514463	2891825.893123447	2976048.053024027
GL72_UP_metabinner_5	95.88	0.09	3446959	3591840.5683145598	3595076.136837714
GL72_UP_metabinner_56	77.73	4.7	1815537	2225918.9000385953	2335696.64222308
GL72_UP_metabinner_7	76.44	2.75	3503651	4457483.774856096	4583530.873888017
GL72_UP_metabinner_9	90.48	1.23	3987697	4353059.600906277	4407269.009725906
GL73_DN_concoct_124_sub	84.47	4.63	3854681	4352088.6346631935	4563372.795075174
GL73_DN_concoct_13_sub	72.76	2.62	4039548	5406420.893897745	5551880.15393073
GL73_DN_concoct_131	82.7	5.2	5202874	5964116.749697703	6291262.394195889
GL73_DN_concoct_157_sub	71.15	2.87	3177842	4338212.1357695	4466397.751229796
GL73_DN_concoct_161	93.51	0.15	1356465	1448433.6461341032	1450609.5604748153
GL73_DN_concoct_173_sub	70.65	4.28	6233701	8445716.344232129	8823355.980184004
GL73_DN_concoct_207_sub	87.13	3.45	8485811	9403248.617582923	9739252.840583038
GL73_DN_concoct_209	85.46	1.15	3901554	4512855.287853967	4565356.89211327
GL73_DN_concoct_218_sub	87.36	5.37	5538493	5999400.098328755	6339850.045787546
GL73_DN_concoct_239_sub	71.93	4.09	5574656	7433133.003753649	7750112.60948144
GL73_DN_concoct_42_sub	70.68	4.42	3244316	4387262.638370118	4590147.142048669
GL73_DN_concoct_61	73.97	0.7	5052477	6782627.634176018	6830440.7192104915
GL73_DN_concoct_64	78.78	4.79	6903033	8342698.298172126	8762418.126428029
GL73_DN_metabat_110_sub	96.28	3.29	7974021	8009634.097528042	8282115.704196095
GL73_DN_metabat_33_sub	71.21	6.94	1723301	2252076.829939615	2420026.681645836
GL73_DN_metabat_76	94.76	0.05	5714071	6027030.35510764	6030045.377796538
GL73_DN_metabinner_10	79.23	3.86	4544080	5513919.616306954	5735302.284488198
GL73_DN_metabinner_17	87.17	5.27	3888242	4225457.894459103	4460527.704485488
GL73_UP_concoct_156	89.42	2.01	4374261	4793489.548087676	4891815.030194587
GL73_UP_concoct_17	79.16	0.41	3075472	3869204.856998484	3885133.906013138
GL73_UP_concoct_64	88.91	3.71	1138882	1233415.2264087282	1280938.0272185358
GL73_UP_concoct_77	97.27	3.14	3788020	3772053.225043693	3894335.355196875
GL73_UP_metabinner_6	80.44	0.3	550912	682818.5778219791	684873.1974142217
GL74_DN_concoct_140	99.93	2.99	8032858	7798134.239767836	8038484.93945762
GL74_DN_concoct_155_sub	93.97	2.44	7281994	7560192.98329254	7749275.300627859
GL74_DN_concoct_188_sub	90.16	3.6	1790481	1914400.7142857143	1985892.8571428573
GL74_DN_concoct_196	91.13	8.47	5945631	5971728.359815649	6524339.953911995
GL74_DN_concoct_206_sub	74.05	2.55	2462722	3240948.8035111413	3325755.570560432
GL74_DN_concoct_21_sub	92.1	1.8	4648361	4956232.901194354	5047080.347448425
GL74_DN_concoct_234_sub	84.83	1.05	3064412	3574485.05717317	3612415.419073441
GL74_DN_concoct_244	91.29	2.18	4079328	4371123.507065396	4468537.627341439
GL74_DN_concoct_258_sub	78.37	2.75	969055	1202508.5970396835	1236512.6961847644
GL74_DN_concoct_272	82.26	1.21	3494030	4196149.084609774	4247544.371504984
GL74_DN_concoct_278	90.94	3	4859120	5182918.847591819	5343215.30679569
GL74_DN_concoct_38_sub	79.52	3.2	7194902	8758381.71026157	9047914.98993964
GL74_DN_concoct_41_sub	82.03	3.67	1168086	1371714.3042789223	1423974.1557966596
GL74_DN_concoct_50_sub	71.89	1.45	2935933	4024707.1518987347	4083924.0506329117
GL74_DN_concoct_89	89.07	1.1	3574652	3969160.0179634	4013306.3882339736
GL74_DN_concoct_94	83.09	3.18	4914178	5726209.098086411	5914283.30725719
GL74_DN_metabat_135_sub	87.87	1.86	2801269	3128673.4910663483	3187969.7280072835
GL74_DN_metabat_45	93.22	3.15	4394856	4565992.314953873	4714499.034541944
GL74_DN_metabat_57	91.39	8.75	4880581	4873104.456176825	5340388.445125287
GL74_DN_metabinner_10	88.03	3.49	4091048	4485141.911621038	4647333.86345564
GL74_DN_metabinner_11	91.18	4.29	6998169	7345851.666922569	7675114.060100898
GL74_DN_metabinner_13	97.29	2.84	2005770	2003089.8674067222	2061640.456367561
GL74_DN_metabinner_22	93.99	0.72	922103	974001.3388658368	981065.0069156294
GL74_DN_metabinner_4_sub	98.95	2.88	5718127	5612374.878625568	5778804.446690247
GL74_DN_metabinner_5	99.94	1.13	5012119	4958457.129577747	5015128.076846108
GL74_DN_metabinner_50_sub	82.37	2.53	3723693	4406317.308607502	4520690.78548015
GL74_DN_metabinner_53_sub	83.13	4.76	3043231	3486555.039576567	3660809.575363888
GL74_DN_metabinner_58	82.63	9.89	3510031	3827773.1261043213	4247889.386421397
GL74_DN_metabinner_6	99.62	0.71	3684318	3672113.3730174657	3698371.8128889776
GL74_DN_metabinner_7	83.15	7.49	2946596	3278287.3837642814	3543711.3650030065
GL74_UP_concoct_102_sub	76.95	0.06	1321072	1715762.64691358	1716792.7225471083
GL74_UP_concoct_115	82.87	0.44	4821125	5792098.52781465	5817696.391939182
GL74_UP_concoct_120_sub	70.42	5.97	2648191	3536060.7743538767	3760566.6003976143
GL74_UP_concoct_124_sub	77.74	0.58	879271	1124480.6125546694	1131040.6483148958
GL74_UP_concoct_155	88.66	2.66	4094636	4495509.454545455	4618357.771260997
GL74_UP_concoct_187_sub	80.32	0.21	3210185	3988351.1099352594	3996744.2729083668
GL74_UP_concoct_21	93.7	2.64	5448467	5661288.656563501	5814799.359658484
GL74_UP_concoct_263	85.07	0.62	3168081	3700997.8815093455	3724087.222287528
GL74_UP_concoct_297_sub	85.2	4.35	2684908	3014218.899061033	3151300.4694835683
GL74_UP_concoct_31_sub	78.22	0.29	4555357	5806886.301073894	5823775.249296855
GL74_UP_concoct_47	91.29	0.22	5483855	5993855.317121262	6007070.873041954
GL74_UP_concoct_66_sub	70.99	2.35	3809761	5240500.93886463	5366616.4248485705
GL74_UP_metabat_107_sub	78.53	2.04	4187117	5223099.214567681	5331869.349293264
GL74_UP_metabat_108	99.35	0.06	4870130	4899051.758429794	4901992.954202315
GL74_UP_metabat_127	72.48	0.84	1527068	2089184.0905077264	2106881.898454746
GL74_UP_metabat_154	86.09	5.33	2749810	3023864.707863863	3194110.814264142
GL74_UP_metabat_188_sub	86.25	3.84	4652541	5187111.218086957	5394250.434782609
GL74_UP_metabat_189	90.28	0.05	862139	954483.751107665	954961.2317235267
GL74_UP_metabat_203	98.26	0.78	4598404	4643330.397720333	4679833.095868104
GL74_UP_metabat_64	73.23	8.86	4368180	5436514.0680049155	5965014.338385907
GL74_UP_metabinner_10_sub	89.61	1.35	3165828	3485201.7877469035	3532895.8821560093
GL74_UP_metabinner_11	95.88	3.65	4796334	4819845.441176471	5002434.292866083
GL74_UP_metabinner_18	84.96	2.86	3036590	3471920.346045198	3574140.7721280605
GL74_UP_metabinner_20_sub	71.9	2.51	1469497	1992507.1283727398	2043806.6759388037
GL74_UP_metabinner_24_sub	75.74	1.06	4018370	5249241.190916293	5305479.271190917
GL74_UP_metabinner_25_sub	89.13	3.41	3066750	3323430.7472231574	3440760.686637496
GL74_UP_metabinner_37	78.24	1.59	2192696	2757965.40593047	2802525.562372188
GL74_UP_metabinner_42	75.36	2.53	3134115	4053638.389729299	4158857.484076433
GL74_UP_metabinner_7	93.68	1.88	3313127	3470153.941502989	3536642.826643894
GL74_UP_metabinner_8	94.76	1.89	4588754	4750977.7853524685	4842501.055297594
GL74_UP_metabinner_87_sub	72.2	4.14	6469044	8588955.094736842	8959894.736842105
GL75_DN_concoct_134	73.58	3.3	2168425	2849778.4384343573	2947030.443055178
GL75_DN_concoct_2	77.92	4.65	1757636	2150803.2931211498	2255693.0184804928
GL75_DN_concoct_248	73.76	2.32	2495687	3305025.8427331885	3383523.5900216918
GL75_DN_concoct_31	81.71	4.49	5079732	5937647.819361155	6216781.299718517
GL75_DN_concoct_47	87.64	2.36	1742333	1941138.6823368329	1988056.8233683251
GL75_DN_concoct_75	75.47	0.38	3072476	4055652.0355107985	4071122.3002517554
GL75_DN_metabat_86	97.12	0.15	988412	1016195.821663921	1017722.4052718286
GL75_DN_metabinner_1	94.69	0.03	2844071	3002658.970007393	3003560.0380187985
GL75_UP_concoct_106	89.08	3.3	5361321	5819934.224292771	6018546.250561294
GL75_UP_concoct_12	73.39	1.27	1806348	2430041.3958304944	2461299.904619158
GL75_UP_concoct_133	79.5	3.02	1967943	2400642.92	2475400
GL75_UP_concoct_206	70.39	3.52	2457544	3368430.8157408726	3491325.4723682343
GL75_UP_concoct_210	95.53	1.4	5947839	6138981.737674029	6226147.806971632
GL75_UP_concoct_54	78.46	1.44	2326376	2922350.4787152694	2965047.1577874077
GL75_UP_metabat_95_sub	81.67	0.2	3016350	3685952.3692910494	3693339.047385821
GL75_UP_metabinner_27_sub	83.83	7.4	1352637	1494145.1294286055	1613547.6559704165
GL75_UP_metabinner_4_sub	71.71	3.55	2447139	3291403.6612745784	3412549.1563240835
GL75_UP_metabinner_8	72.96	1.52	2435958	3288009.098684211	3338758.223684211
GL77_DN_metabinner_2	78.48	3.48	6569875	8080075.624362894	8371400.356778796
GL79_DN_concoct_179	72.72	7.83	3622450	4591325.859460945	4981366.886688668
GL79_DN_concoct_59_sub	95.1	8.1	3742899	3616954.9747634074	3935750.7886435334
GL79_DN_metabat_88_sub	76.21	7.31	3920943	4768825.70095788	5144919.301928882
GL79_DN_metabinner_11_sub	75.83	0.95	707949	924730.9567453515	933600.1582487143
GL79_DN_metabinner_28	70.52	1.69	830728	1158095.1457742483	1178003.4032898468
GL79_UP_concoct_1	97.95	0.61	4197501	4259210.04992343	4285350.689127105
GL79_UP_concoct_27	81.05	2.34	1443028	1738755.2681061076	1780417.0265268355
GL79_UP_concoct_66_sub	82.6	8.16	7898598	8782169.979661016	9562467.312348668
GL79_UP_concoct_75	85.5	0.19	3618495	4224116.794736843	4232157.894736842
GL79_UP_metabinner_1	97.58	0.73	3854596	3921354.221356835	3950190.612830498
