protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GFS_5889_1144_3	553	S1_4	536	5.8e-184	605.0	4	522	28	541	96.6	1	high	3.1.6.1 	
GFS_5479_130_6	169	S1_18	426	1.2e-54	178.0	196	334	4	143	32.4	1	probable fragment		
GFS_4827_380_1	377	S1_4	536	2.7e-63	206.7	341	518	1	183	33.0	1	probable fragment		
GFS_14463_859_1	369	S1_4	536	3.6e-113	371.3	2	289	78	369	53.5	1	high	3.1.6.1 	
GL74_DN_concoct_278_36_12	495	S1_14	426	1.6e-165	543.3	2	421	28	478	98.4	1	high		
GFS_5689_271_1	603	S1_17	425	1.2e-148	487.8	2	413	22	426	96.7	1	high	3.1.6.- 	
GFS_7207_44_1	186	S1_28	445	9e-68	221.4	255	439	1	178	41.3	1	probable fragment		
GL56_Down_concoct_50_sub_594_2	431	S1_7	456	2.2e-118	388.4	50	445	1	395	86.6	1	high	3.1.6.13 3.1.6.- 	
GL114_DN_concoct_147_55_15	124	S1_37	447	4.9e-60	196.0	2	120	5	123	26.4	1	probable fragment		
GFS_12867_453_15	531	S1_11	498	7.9e-216	710.1	5	487	25	503	96.8	1	high	3.1.6.11 3.1.6.14 	
GFS_7929_13_2	227	S1_14	426	4.8e-94	307.8	3	220	8	227	50.9	1	high		
GL72_DN_metabinner_2_157_136	522	S1_4	536	1.2e-163	537.9	3	507	12	510	94.0	1	high	3.1.6.1 	
GFS_1677_156_4	483	S1_14	426	6.1e-184	604.0	2	422	27	470	98.6	1	high		
GL114_DN_concoct_170_370_5	520	S1_64	483	2.5e-138	454.7	13	483	1	518	97.3	1	high		
GFS_1125_81_20	571	S1_7	456	1e-142	468.6	2	448	21	464	97.8	1	high	3.1.6.13 3.1.6.- 	
GL127_UP_concoct_112_sub_848_3	470	S1_15	471	3.4e-185	608.7	2	424	29	469	89.6	1	high	3.1.6.4 	
GL65_UP_concoct_192_sub_1078_2	509	S1_20	444	2.1e-181	595.9	2	437	32	493	98.0	1	high		
GL26_UP_metabinner_8_sub_547_2	540	S1_4	536	1.4e-160	527.8	3	511	30	534	94.8	1	high	3.1.6.1 	
GFS_3114_616_3	450	S1_71	422	1.3e-163	537.1	2	419	21	447	98.8	1	high		
GFS_13543_660_21	489	S1_19	430	1.2e-165	543.6	2	423	42	455	97.9	1	high	3.1.6.- 	
GFS_11819_292_4	555	S1_8	443	1.3e-138	454.8	2	432	28	476	97.1	1	high	3.10.1.1 3.1.6.- 	
GL6_UpB_concoct_86_361_8	512	S1_68	505	6.7e-247	812.6	1	504	3	507	99.6	1	high		
GL72_DN_metabinner_2_157_140	576	S1_7	456	2.4e-179	589.3	2	445	30	496	97.1	1	high	3.1.6.13 3.1.6.- 	
GL72_UP_concoct_38_sub_45_5	476	S1_16	444	2.8e-182	598.6	2	435	29	461	97.5	1	high		
GL82_UP_concoct_14_134_3	555	S1_46	459	8.5e-174	570.8	2	458	72	534	99.3	1	high		
GFS_7929_879_2	462	S1_19	430	1.6e-173	569.6	2	420	25	451	97.2	1	high	3.1.6.- 	
GL117_DN_concoct_140_1286_3	537	S1_8	443	7.7e-122	399.5	49	433	1	375	86.7	1	high	3.10.1.1 3.1.6.- 	
GL34_DN_concoct_226_1141_1	163	S1_4	536	2.3e-50	164.1	3	150	26	160	27.4	1	probable fragment		
GL54_DN_metabinner_14_sub_376_1	424	S1_12	481	7.7e-187	614.3	81	480	1	399	83.0	1	high	3.1.6.6 3.1.6.- 	
GL124_DN_metabat_128_483_4	332	S1_7	456	9.1e-100	327.0	155	444	13	293	63.4	1	high	3.1.6.13 3.1.6.- 	
GFS_1365_662_4	562	S1_4	536	4.6e-186	611.9	2	508	39	554	94.4	1	high	3.1.6.1 	
GFS_12806_175_2	259	S1_11	498	4.4e-87	285.4	269	482	2	219	42.8	1	probable fragment		
GL43_DN_concoct_104_sub_775_1	265	S1_4	536	7e-60	195.5	296	519	1	223	41.6	1	probable fragment		
GL77_DN_metabinner_2_1428_8	557	S1_8	443	2.8e-126	414.1	2	434	58	522	97.5	1	high	3.10.1.1 3.1.6.- 	
GL74_UP_metabinner_8_316_4	458	S1_24	410	5.5e-125	410.0	2	405	33	419	98.3	1	high		
GFS_5507_243_2	515	S1_11	498	7.2e-229	753.1	6	484	33	503	96.0	1	high	3.1.6.11 3.1.6.14 	
GL27_UP_concoct_12_142_3	376	S1_18	426	3e-172	565.5	60	423	1	368	85.2	1	high		
GL53_Up_metabinner_1_948_4	161	S1_20	444	7.2e-65	211.9	2	133	24	158	29.5	1	probable fragment		
GFS_480_862_1	418	S1_14	426	1.5e-163	536.9	2	344	64	417	80.3	1	high		
GFS_7207_1948_4	255	S1_7	456	5.5e-83	271.7	3	231	11	244	50.0	1	probable fragment		
GFS_14120_820_4	348	S1_11	498	7e-147	482.6	144	488	1	338	69.1	1	high	3.1.6.11 3.1.6.14 	
GL119_DN_concoct_128_sub_452_1	509	S1_17	425	4.1e-170	558.5	2	414	37	484	96.9	1	high	3.1.6.- 	
GL28_UP_concoct_23_sub_528_1	324	S3	508	5e-87	285.0	308	504	1	197	38.6	1	probable fragment		
GL35_DN_concoct_8_716_3	433	S1_21	416	1.7e-177	582.7	2	414	24	429	99.0	1	high		
GFS_3877_42_85	461	S1_20	444	1.9e-157	517.0	2	432	33	448	96.8	1	high		
GL98_DN_concoct_155_30_1	177	S1_19	430	1.1e-47	154.9	269	426	4	161	36.5	1	probable fragment		
GFS_7656_863_1	384	S1_4	536	7.5e-72	235.0	328	519	3	204	35.6	1	probable fragment		
GFS_10893_99_34	502	S1_27	454	6.5e-161	528.6	2	451	46	472	98.9	1	high	3.1.6.12 3.1.6.- 	
GFS_7541_257_5	307	S1_41	473	1.5e-39	128.3	358	473	173	288	24.3	1	probable fragment		
GL51_Up_metabinner_2_152_27	1177	S1_25	440	1.7e-177	583.3	2	437	29	464	98.9	1	high	3.1.6.- 	
GLR3_GL5_UP_3_concoct_4_22_1	97	S1_23	422	6.6e-38	123.1	2	70	28	96	16.1	1	probable fragment		
GL74_UP_metabat_107_sub_94_5	483	S1_32	423	1.5e-162	533.3	2	409	46	467	96.2	1	high		
GFS_5396_259_6	469	S1_8	443	1.8e-142	467.4	2	431	18	442	96.8	1	high	3.10.1.1 3.1.6.- 	
GL139_UP_metabat_106_116_2	457	S1_71	422	1.7e-200	658.7	2	421	31	455	99.3	1	high		
GL74_UP_metabat_64_89_6	516	S1_11	498	4.1e-221	727.5	5	488	20	499	97.0	1	high	3.1.6.11 3.1.6.14 	
GL73_DN_concoct_13_sub_1259_1	483	S1_14	426	1.9e-183	602.4	2	423	36	471	98.8	1	high		
GFS_12524_645_1	525	S1_4	536	1.3e-101	333.2	233	521	1	315	53.7	1	high	3.1.6.1 	
GFS_1125_88_15	451	S1_14	426	1.8e-180	592.6	5	420	2	436	97.4	1	high		
GL44_UP_concoct_113_387_3	542	S1_23	422	7.8e-138	452.3	2	419	65	535	98.8	1	high		
GFS_7813_948_1	853	S1_21	416	8.8e-187	613.2	2	414	21	420	99.0	1	high		
GL73_DN_metabat_110_sub_92_11	457	S1_19	430	6.2e-165	541.3	2	425	29	444	98.4	1	high	3.1.6.- 	
GFS_7207_285_3	139	S1_15	471	1.7e-55	181.1	2	109	30	139	22.7	1	probable fragment		
GFS_3520_565_6	469	S1_8	443	1.5e-132	434.7	2	423	29	446	95.0	1	high	3.10.1.1 3.1.6.- 	
GL53_Down_metabinner_26_168_6	651	S3	508	2e-222	731.7	4	501	21	518	97.8	1	high	3.1.6.- 3.1.6.19 	
GL72_UP_concoct_246_230_4	576	S1_17	425	6.2e-163	534.8	2	423	21	471	99.1	1	high	3.1.6.- 	
GFS_3381_43_44	447	S1_21	416	7.3e-162	531.2	2	414	24	442	99.0	1	high		
GL117_UP_concoct_203_309_10	512	S1_14	426	2.8e-180	592.0	2	422	34	485	98.6	1	high		
GFS_5964_214_3	97	S1_35	462	3.9e-44	143.4	213	298	7	92	18.4	1	probable fragment		
341R_metabinner_6_15_3	440	S1_18	426	7.6e-196	643.2	2	424	3	431	99.1	1	high		
GFS_4032_692_1	98	S1_15	471	1.2e-41	135.5	2	80	22	98	16.6	1	probable fragment		
GFS_11924_370_1	353	S1_53	474	3.3e-69	226.4	163	464	36	338	63.5	1	probable fragment		
GFS_3841_170_1	298	S1_18	426	1.5e-114	375.4	3	266	33	294	61.7	1	high		
GL119_DN_concoct_221_sub_711_2	132	S1_19	430	7.6e-55	178.6	2	113	21	132	25.8	1	probable fragment		
GFS_3054_449_1	343	S1_20	444	3e-128	420.8	2	319	18	343	71.4	1	high		
GFS_10255_11_29	486	S1_8	443	9.6e-128	418.9	2	419	28	465	94.1	1	high	3.10.1.1 3.1.6.- 	
GL32_Down_concoct_208_sub_317_1	454	S1_16	444	5e-97	317.6	2	420	20	415	94.1	1	high		
GFS_11902_385_8	485	S1_14	426	1.7e-162	533.3	2	418	25	460	97.7	1	high		
GL72_DN_metabinner_2_157_148	464	S1_16	444	2e-169	556.2	3	435	3	459	97.3	1	high		
GL47_Down_concoct_66_1152_4	205	S1_7	456	6.2e-80	261.6	252	446	2	199	42.5	1	probable fragment		
GL116_DN_concoct_43_sub_609_1	175	S1_68	505	2.3e-80	263.2	1	174	3	175	34.3	1	probable fragment		
GFS_7692_244_4	483	S1_16	444	4.7e-151	495.6	2	437	23	441	98.0	1	high		
GFS_3381_55_1	516	S1_7	456	5.5e-132	433.2	2	444	62	510	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_223_1591_1	172	S1_14	426	2.1e-70	229.9	2	135	39	172	31.2	1	probable fragment		
GL98_DN_concoct_155_174_1	243	S1_19	430	2.1e-64	210.1	2	233	25	243	53.7	1	probable fragment		
GL73_DN_metabat_110_sub_169_2	492	S1_24	410	1.4e-160	527.1	2	406	63	461	98.5	1	high		
GFS_4627_670_4	452	S1_19	430	1.6e-182	599.2	2	427	24	442	98.8	1	high	3.1.6.- 	
GL72_UP_concoct_107_284_4	501	S1_8	443	3.5e-152	499.5	2	425	31	497	95.5	1	high	3.10.1.1 3.1.6.- 	
GFS_2221_1751_3	606	S1_16	444	2.1e-174	572.6	2	439	22	472	98.4	1	high		
GL73_DN_concoct_13_sub_360_1	186	S1_8	443	2.1e-55	180.5	2	155	31	186	34.5	1	probable fragment		
GFS_5483_220_14	509	S1_11	498	7.9e-221	726.6	6	486	21	497	96.4	1	high	3.1.6.11 3.1.6.14 	
GL51_DN_metabinner_8_432_8	429	S1_21	416	9.8e-190	623.0	2	414	21	427	99.0	1	high		
GL117_UP_metabat_119_119_13	468	S1_8	443	2.9e-131	430.5	3	423	21	437	94.8	1	high	3.10.1.1 3.1.6.- 	
GFS_8143_1135_1	345	S1_11	498	3.5e-47	505.1	5	346	28	345	68.5	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 267 to 345 score 153.7 fragment 2 from 28 to 265 score 351.4
GFS_5737_66_65	464	S1_13	476	1.2e-158	521.3	2	460	6	443	96.2	1	high		
GL93_UP_metabat_23_31_1	258	S1_15	471	3.5e-76	249.3	2	248	27	258	52.2	1	probable fragment		
GFS_2372_636_2	640	S1_8	443	8.9e-141	461.9	2	432	32	455	97.1	1	high	3.10.1.1 3.1.6.- 	
GL77_DN_metabinner_2_1567_1	422	S1_4	536	1.3e-138	455.3	120	512	4	417	73.1	1	high	3.1.6.1 	
GFS_5510_704_2	607	S1_8	443	5.1e-147	482.4	2	431	24	444	96.8	1	high	3.10.1.1 3.1.6.- 	
338R_concoct_65_94_9	455	S1_7	456	1e-150	495.0	2	450	16	447	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_7658_170_11	601	S1_17	425	2e-163	536.4	2	419	34	447	98.1	1	high	3.1.6.- 	
GFS_6266_306_2	512	S1_68	505	6.3e-248	816.0	1	504	3	507	99.6	1	high		
GL119_DN_concoct_128_sub_642_1	611	S1_16	444	1.5e-176	579.7	2	439	33	495	98.4	1	high		
GL51_Up_metabinner_2_150_6	568	S1_4	536	2.1e-196	646.0	2	512	28	563	95.1	1	high	3.1.6.1 	
GFS_7628_250_1	508	S1_6	469	1.3e-153	504.8	2	459	9	498	97.4	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL85_DN_metabinner_10_448_3	128	S1_7	456	7e-32	103.2	330	445	6	121	25.2	1	probable fragment		
GL47_Down_concoct_66_294_1	176	S1_20	444	1.9e-72	236.8	2	154	19	175	34.2	1	probable fragment		
GFS_7164_90_13	114	S1_7	456	2.3e-39	127.9	2	77	25	100	16.4	1	probable fragment		
GFS_12864_98_2	447	S1_18	426	1.3e-161	530.4	3	412	29	443	96.0	1	high		
GL140_5_metabat_326_sub_652_7	522	S1_11	498	2.8e-232	764.3	6	486	25	519	96.4	1	high	3.1.6.11 3.1.6.14 	
GFS_12838_208_7	457	S1_7	456	6.4e-147	482.4	2	440	14	450	96.1	1	high	3.1.6.13 3.1.6.- 	
GL85_UP_metabinner_48_147_3	488	S1_8	443	7.6e-139	455.5	2	427	27	464	95.9	1	high	3.10.1.1 3.1.6.- 	
GL121_DN_metabinner_5_177_2	514	S1_11	498	6.7e-202	664.1	5	484	14	508	96.2	1	high	3.1.6.11 3.1.6.14 	
GL117_UP_concoct_203_168_11	648	S1_16	444	1.6e-155	510.4	2	438	28	488	98.2	1	high		
GFS_4032_22_2	535	S1_22	433	7.2e-158	518.1	2	429	25	448	98.6	1	high		
GL74_DN_metabinner_11_1007_12	533	S1_15	471	2.5e-157	516.9	2	468	44	526	98.9	1	high	3.1.6.4 	
GL28_UP_metabinner_4_104_5	483	S1_14	426	1.9e-184	605.7	2	422	27	470	98.6	1	high		
GFS_5507_592_5	600	S1_17	425	1.6e-156	513.7	3	408	29	427	95.3	1	high	3.1.6.- 	
GFS_3381_43_100	456	S1_19	430	1.8e-169	556.3	1	424	19	445	98.4	1	high	3.1.6.- 	
336R_metabinner_8_128_61	477	S1_18	426	6.1e-192	630.4	2	415	37	450	96.9	1	high		
GFS_5655_143_11	508	S1_12	481	6.1e-235	772.9	2	481	2	485	99.6	1	high	3.1.6.6 3.1.6.- 	
GL45_Down_concoct_159_sub_70_1	318	S1_4	536	1.6e-125	412.1	2	299	23	318	55.4	1	high	3.1.6.1 	
GL85_DN_metabinner_10_295_4	438	S1_24	410	3.1e-128	420.7	2	405	25	412	98.3	1	high		
GL53_Down_concoct_97_327_3	556	S1_4	536	5.1e-164	539.2	3	508	39	538	94.2	1	high	3.1.6.1 	
GL137_UP_concoct_28_1416_1	486	S1_15	471	2.7e-149	490.4	2	445	33	485	94.1	1	high	3.1.6.4 	
GFS_12524_354_3	322	S1_22	433	2.4e-124	407.7	100	426	1	317	75.3	1	high		
GL117_UP_metabat_119_223_5	491	S1_20	444	5.4e-177	581.4	2	438	17	487	98.2	1	high		
GFS_1749_208_5	620	S1_8	443	6.2e-138	452.5	2	432	25	447	97.1	1	high	3.10.1.1 3.1.6.- 	
GL47_Down_concoct_66_748_6	469	S1_11	498	1.5e-188	620.0	47	483	1	431	87.6	1	high	3.1.6.11 3.1.6.14 	
GFS_2489_97_4	535	S1_4	536	3.8e-163	536.3	4	507	27	525	93.8	1	high	3.1.6.1 	
GL74_UP_metabat_64_184_1	125	S1_7	456	1.5e-49	161.5	3	102	26	125	21.7	1	probable fragment		
GL117_UP_concoct_203_353_5	484	S1_23	422	3.8e-140	459.9	2	420	22	425	99.1	1	high		
GL94_UP_metabinner_18_356_4	492	S1_29	405	8.1e-147	481.8	2	396	83	484	97.3	1	high		
339R_concoct_84_sub_535_2	399	S1_11	498	7.4e-79	594	8	426	18	399	83.9	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 238 to 399 score 258.2 fragment 2 from 18 to 236 score 335.8
GFS_7929_296_4	458	S1_28	445	2.5e-152	500.0	3	437	7	444	97.5	1	high		
GFS_9696_18_14	546	S1_13	476	3.2e-195	641.9	2	472	31	531	98.7	1	high		
GL51_Up_metabinner_2_5_32	481	S1_27	454	5.1e-164	538.9	2	453	24	454	99.3	1	high	3.1.6.12 3.1.6.- 	
GFS_8796_801_10	131	S1_28	445	9.9e-37	119.1	329	440	1	112	24.9	1	probable fragment		
GL58_Down_concoct_163_469_13	524	S1_68	505	3.8e-243	800.2	1	502	3	517	99.2	1	high		
GFS_4032_22_1	509	S1_17	425	6.8e-167	547.9	3	416	18	447	97.2	1	high	3.1.6.- 	
GL32_Down_metabinner_16_460_4	307	S1_13	476	9.8e-110	360.0	2	213	92	307	44.3	1	high		
GFS_4040_107_5	342	S1_17	425	2.1e-64	210.2	239	422	2	186	43.1	1	probable fragment		
337R_metabinner_31_292_1	306	S1_36	438	7.4e-98	320.5	2	284	24	304	64.4	1	high		
GL32_UP_metabinner_11_557_8	560	S1_41	473	8e-234	768.9	1	473	59	541	99.8	1	high		
GL53_Down_metabinner_30_sub_589_1	530	S1_7	456	2.1e-167	550.0	3	449	31	514	97.8	1	high	3.1.6.13 3.1.6.- 	
GFS_4032_393_3	496	S1_8	443	8.1e-135	442.2	2	430	29	456	96.6	1	high	3.10.1.1 3.1.6.- 	
GFS_3381_43_53	582	S1_7	456	9.4e-148	485.2	2	446	32	474	97.4	1	high	3.1.6.13 3.1.6.- 	
GL72_UP_concoct_70_sub_774_3	531	S1_13	476	2.3e-217	715.0	2	472	25	525	98.7	1	high		
GFS_6391_34_23	755	S1_4	536	4.6e-214	704.3	3	518	35	565	96.1	1	high	3.1.6.1 	
GL140_2_concoct_208_sub_80_2	399	S1_37	447	5.5e-184	604.6	9	406	1	399	88.8	1	high		
GL45_Down_concoct_159_sub_597_8	455	S1_19	430	4e-162	532.0	2	415	27	454	96.0	1	high	3.1.6.- 	
GFS_6685_492_6	467	S1_8	443	1.2e-149	491.1	2	426	21	464	95.7	1	high	3.10.1.1 3.1.6.- 	
GFS_3651_643_1	166	S1_7	456	1.7e-55	181.1	2	134	22	152	28.9	1	probable fragment		
GFS_12554_375_12	497	S1_17	425	9.5e-172	563.9	2	414	28	463	96.9	1	high	3.1.6.- 	
GFS_7929_267_15	582	S1_4	536	3.2e-188	619.0	2	511	26	566	95.0	1	high	3.1.6.1 	
GFS_5889_1170_8	474	S1_23	422	3e-144	473.4	2	420	23	449	99.1	1	high		
GFS_4032_363_5	532	S1_4	536	1.1e-183	604.1	2	513	25	517	95.3	1	high	3.1.6.1 	
GL28_DN_concoct_152_614_2	495	S1_7	456	6.9e-163	535.1	2	446	27	465	97.4	1	high	3.1.6.13 3.1.6.- 	
GL77_DN_metabinner_2_161_3	136	S1_8	443	8.4e-42	135.7	2	104	36	136	23.0	1	probable fragment		
GFS_11547_29_2	357	S1_20	444	5.8e-132	433.0	3	299	36	357	66.7	1	high		
GFS_5845_375_4	456	S1_25	440	5.6e-176	578.2	2	434	27	454	98.2	1	high	3.1.6.- 	
GL117_UP_metabat_119_140_20	476	S1_8	443	2.9e-142	466.8	2	433	25	458	97.3	1	high	3.10.1.1 3.1.6.- 	
GFS_1591_99_3	492	S1_17	425	4.5e-168	551.7	2	415	28	459	97.2	1	high	3.1.6.- 	
GFS_8143_1523_3	133	S1_7	456	5.2e-45	146.5	2	99	35	132	21.3	1	probable fragment		
GL47_Down_concoct_66_1316_1	131	S1_23	422	6.4e-64	208.7	2	128	11	131	29.9	1	probable fragment		
GL47_Down_concoct_66_961_2	461	S1_28	445	2.2e-151	496.9	2	441	19	446	98.7	1	high		
GL77_DN_metabinner_2_412_1	481	S1_14	426	1.1e-179	590.0	3	417	37	453	97.2	1	high		
GFS_6609_157_3	548	S1_15	471	5.9e-198	650.8	2	464	62	537	98.1	1	high	3.1.6.4 	
338R_concoct_195_10_8	627	S1_4	536	5.4e-164	539.1	2	508	20	617	94.4	1	high	3.1.6.1 	
GL74_DN_metabat_45_47_2	480	S1_16	444	1.8e-186	612.4	2	435	32	475	97.5	1	high		
GL85_DN_metabinner_2_361_23	479	S1_15	471	6.1e-172	565.0	2	468	26	477	98.9	1	high	3.1.6.4 	
GFS_8143_77_1	382	S3	508	1.6e-93	306.5	85	446	47	378	71.1	1	high	3.1.6.- 3.1.6.19 	
GFS_12224_160_39	644	S3	508	7.9e-217	713.2	13	504	8	503	96.7	1	high	3.1.6.- 3.1.6.19 	
GL80_DN_concoct_136_sub_567_4	296	S1_15	471	1.4e-113	372.6	2	286	16	296	60.3	1	high	3.1.6.4 	
GFS_7972_302_4	637	S3	508	1.5e-231	761.8	6	504	9	507	98.0	1	high	3.1.6.- 3.1.6.19 	
GL117_UP_metabat_119_336_8	488	S1_26	443	1.2e-158	521.1	2	441	39	477	99.1	1	high		
GFS_4032_871_3	496	S1_15	471	1.8e-167	550.3	2	468	19	492	98.9	1	high	3.1.6.4 	
GL74_DN_concoct_196_112_7	447	S1_28	445	4.2e-181	594.9	2	435	25	446	97.3	1	high		
GFS_5689_347_28	468	S1_22	433	1.9e-176	579.4	2	428	23	460	98.4	1	high		
GFS_12827_25_15	456	S1_25	440	1.2e-175	577.1	2	433	27	453	98.0	1	high	3.1.6.- 	
GL32_Down_metabinner_12_634_5	508	S1_14	426	5.9e-190	623.8	2	421	45	490	98.4	1	high		
GL73_DN_concoct_61_1159_3	105	S1_17	425	3.5e-34	110.6	68	157	2	91	20.9	1	probable fragment		
GFS_2410_372_2	286	S1_20	444	3.6e-104	341.4	2	244	23	286	54.5	1	high		
GFS_12774_131_1	219	S1_0	499	6.3e-78	255.1	4	232	9	219	45.7	1	probable fragment		
GL47_Down_concoct_66_535_2	441	S1_23	422	9.4e-125	409.2	2	368	24	440	86.7	1	high		
GL81_UP_concoct_89_488_2	395	S3	508	1.9e-122	401.9	248	504	2	258	50.4	1	high	3.1.6.- 3.1.6.19 	
GL74_UP_metabat_188_sub_42_7	515	S1_4	536	7.7e-196	644.2	2	480	17	515	89.2	1	high	3.1.6.1 	
GFS_12867_45_24	482	S1_7	456	5.5e-137	449.7	3	444	48	479	96.7	1	high	3.1.6.13 3.1.6.- 	
GFS_4042_204_3	509	S1_19	430	7.3e-149	488.3	1	419	24	493	97.2	1	high	3.1.6.- 	
GFS_5830_638_2	295	S1_8	443	8.7e-102	333.4	2	279	23	295	62.5	1	high	3.10.1.1 3.1.6.- 	
338R_concoct_82_694_7	384	S1_0	499	1.2e-166	547.7	3	375	3	383	74.5	1	high	3.1.-.- 	
GFS_1658_201_2	612	S1_4	536	3.4e-141	463.8	103	514	1	427	76.7	1	high	3.1.6.1 	
GL51_DN_metabinner_8_437_1	171	S1_24	410	1.8e-47	154.6	243	405	2	155	39.5	1	probable fragment		
GFS_5688_556_4	507	S1_7	456	5.8e-154	505.6	2	448	25	483	97.8	1	high	3.1.6.13 3.1.6.- 	
GFS_4384_1652_4	456	S1_8	443	4.4e-128	420.0	3	422	30	445	94.6	1	high	3.10.1.1 3.1.6.- 	
GFS_2344_212_20	138	S1_14	426	4.5e-38	123.4	255	367	3	115	26.3	1	probable fragment		
GL117_UP_metabat_119_257_29	668	S1_7	456	1.4e-147	484.6	3	449	34	484	97.8	1	high	3.1.6.13 3.1.6.- 	
GL65_UP_concoct_192_sub_588_1	232	S1_15	471	1.5e-70	230.8	255	468	1	225	45.2	1	probable fragment		
GL73_DN_concoct_42_sub_408_2	291	S1_4	536	4.6e-93	305.0	2	240	46	290	44.4	1	high	3.1.6.1 	
GFS_3101_60_2	642	S3	508	3e-221	727.8	6	503	14	509	97.8	1	high	3.1.6.- 3.1.6.19 	
GL93_UP_concoct_250_12_7	483	S1_7	456	9.8e-191	626.9	3	449	28	479	97.8	1	high	3.1.6.13 3.1.6.- 	
GL139_DN_metabinner_2_309_3	501	S1_20	444	7.6e-164	538.1	4	438	31	496	97.7	1	high		
GFS_5889_1017_9	185	S1_13	476	2.1e-58	190.8	93	271	9	182	37.4	1	probable fragment		
GFS_6502_926_2	493	S1_0	499	1.2e-146	481.8	2	492	2	473	98.2	1	high	3.1.-.- 	
GFS_1365_627_1	650	S3	508	2e-213	702.0	7	502	69	560	97.4	1	high	3.1.6.- 3.1.6.19 	
GFS_13068_1977_1	453	S1_19	430	8.5e-166	544.1	2	425	28	443	98.4	1	high	3.1.6.- 	
GFS_5830_25_3	495	S1_75	447	6.3e-148	485.3	122	445	1	312	72.3	1	high		
GFS_1658_499_1	314	S1_58	502	1.4e-139	458.6	197	497	1	304	59.8	1	high		
GFS_12806_487_5	447	S1_20	444	8.3e-164	537.9	2	437	21	440	98.0	1	high		
GFS_4627_186_7	505	S1_7	456	8.7e-154	505.1	2	444	34	466	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_7831_358_3	469	S1_16	444	6e-168	551.3	4	438	25	454	97.7	1	high		
GL46_Down_metabinner_15_276_1	237	S1_13	476	2.7e-85	279.4	2	240	2	236	50.0	1	probable fragment		
GL29_UP_concoct_107_sub_634_1	445	S1_17	425	7.4e-165	541.2	10	415	1	423	95.3	1	high	3.1.6.- 	
GL106_DN_metabat_43_18_18	649	S3	508	8.6e-222	729.6	4	504	22	522	98.4	1	high	3.1.6.- 3.1.6.19 	
GFS_5396_28_1	423	S1_28	445	1.6e-111	500.7	157	438	18	419	63.1	1	high		fusion of 2 fragments from 18 to 141 score 135.1 and from 140 to 419 score 365.6
GFS_3888_188_1	686	S1_4	536	1.1e-211	696.5	3	521	29	562	96.6	1	high	3.1.6.1 	
GL32_Down_concoct_208_sub_410_2	502	S1_16	444	2.7e-153	503.0	2	434	24	490	97.3	1	high		
GFS_7148_155_2	486	S1_16	444	6.4e-158	518.3	2	431	31	467	96.6	1	high		
GFS_5510_712_3	513	S1_7	456	1.9e-159	523.8	2	448	27	490	97.8	1	high	3.1.6.13 3.1.6.- 	
GL119_DN_concoct_18_909_2	293	S3	508	4.3e-76	248.9	346	506	1	161	31.5	1	probable fragment		
GL130_UP_concoct_108_sub_361_9	202	S1_17	425	3.3e-47	153.5	253	412	3	179	37.4	1	probable fragment		
338R_concoct_65_133_1	389	S1_14	426	6.4e-150	491.9	2	358	20	386	83.6	1	high		
GFS_162_246_19	538	S1_0	499	1e-183	604.0	4	493	22	521	98.0	1	high	3.1.-.- 	
GLR80_GL56_UP_1_metabat_21_99_10	460	S1_25	440	4.4e-172	565.4	2	434	31	458	98.2	1	high	3.1.6.- 	
GL117_UP_metabat_119_209_26	470	S1_7	456	1.4e-153	504.4	14	447	1	450	95.0	1	high	3.1.6.13 3.1.6.- 	
GFS_1097_615_2	152	S1_14	426	3.8e-36	117.1	294	422	1	139	30.0	1	probable fragment		
GFS_12766_385_21	479	S1_36	438	2.2e-155	510.1	2	433	24	451	98.4	1	high		
GL140_3_concoct_225_sub_330_2	613	S1_8	443	1.3e-141	464.6	2	431	20	441	96.8	1	high	3.10.1.1 3.1.6.- 	
GFS_4032_865_2	480	S1_25	440	1.9e-167	550.1	2	434	53	478	98.2	1	high	3.1.6.- 	
GFS_5688_139_18	477	S1_20	444	4e-165	542.3	2	434	32	472	97.3	1	high		
GL82_UP_concoct_189_sub_115_4	483	S1_14	426	1.7e-191	628.9	2	422	37	467	98.6	1	high		
GL72_DN_concoct_9_sub_399_5	510	S1_11	498	4e-218	717.6	5	488	28	503	97.0	1	high	3.1.6.11 3.1.6.14 	
GL127_UP_concoct_112_sub_6_1	278	S1_11	498	5e-109	357.8	6	256	26	277	50.2	1	high	3.1.6.11 3.1.6.14 	
GL75_DN_concoct_31_279_2	489	S1_28	445	2.6e-169	556.0	2	439	24	451	98.2	1	high		
GFS_12842_454_7	513	S1_15	471	7e-191	627.5	2	466	27	501	98.5	1	high	3.1.6.4 	
GFS_5712_465_4	489	S1_22	433	1.5e-173	569.8	3	428	27	465	98.2	1	high		
GFS_3520_62_14	592	S1_17	425	5.2e-157	515.3	2	409	25	425	95.8	1	high	3.1.6.- 	
